"FinanceKey","DateKey","OrganizationKey","DepartmentGroupKey","ScenarioKey","AccountKey","Amount","Date"
"4837","20110501","5","1","1","74","216","5/1/2011 12:00:00 AM"
"4838","20110501","5","1","2","74","200","5/1/2011 12:00:00 AM"
"4839","20110501","5","1","2","76","380","5/1/2011 12:00:00 AM"
"4840","20110501","5","1","1","76","400","5/1/2011 12:00:00 AM"
"4841","20110501","5","1","1","77","720","5/1/2011 12:00:00 AM"
"4842","20110501","5","1","2","77","650","5/1/2011 12:00:00 AM"
"4843","20110501","5","1","2","78","200","5/1/2011 12:00:00 AM"
"4844","20110501","5","1","1","78","229","5/1/2011 12:00:00 AM"
"4845","20110501","5","1","1","80","924","5/1/2011 12:00:00 AM"
"4846","20110501","5","1","2","80","850","5/1/2011 12:00:00 AM"
"4847","20110501","5","1","2","81","480","5/1/2011 12:00:00 AM"
"4848","20110501","5","1","1","81","572","5/1/2011 12:00:00 AM"
"4849","20110501","5","1","1","82","60","5/1/2011 12:00:00 AM"
"4850","20110501","5","1","2","82","50","5/1/2011 12:00:00 AM"
"4851","20110501","5","1","2","83","200","5/1/2011 12:00:00 AM"
"4852","20110501","5","1","1","83","209","5/1/2011 12:00:00 AM"
"4853","20110501","5","1","1","84","190","5/1/2011 12:00:00 AM"
"4854","20110501","5","1","2","84","200","5/1/2011 12:00:00 AM"
"4855","20110501","5","1","2","85","200","5/1/2011 12:00:00 AM"
"4856","20110501","5","1","1","85","167","5/1/2011 12:00:00 AM"
"4857","20110501","5","1","1","87","720","5/1/2011 12:00:00 AM"
"4858","20110501","5","1","2","87","650","5/1/2011 12:00:00 AM"
"4859","20110501","5","1","1","89","185","5/1/2011 12:00:00 AM"
"4860","20110501","5","1","1","90","285","5/1/2011 12:00:00 AM"
"4861","20110501","5","1","1","91","-228","5/1/2011 12:00:00 AM"
"4862","20110501","5","1","1","92","380","5/1/2011 12:00:00 AM"
"4863","20110501","5","1","1","94","252","5/1/2011 12:00:00 AM"
"4864","20110501","5","1","1","96","8","5/1/2011 12:00:00 AM"
"4865","20110501","5","2","1","12","149237","5/1/2011 12:00:00 AM"
"4866","20110501","5","6","1","52","33698","5/1/2011 12:00:00 AM"
"4867","20110501","5","6","2","52","33700","5/1/2011 12:00:00 AM"
"4868","20110501","5","6","2","53","8700","5/1/2011 12:00:00 AM"
"4869","20110501","5","6","1","53","9628","5/1/2011 12:00:00 AM"
"4870","20110501","5","6","1","54","1","5/1/2011 12:00:00 AM"
"4871","20110501","5","6","2","54","0","5/1/2011 12:00:00 AM"
"4872","20110501","5","6","2","56","142200","5/1/2011 12:00:00 AM"
"4873","20110501","5","6","1","56","123664","5/1/2011 12:00:00 AM"
"4874","20110501","5","6","1","57","8023","5/1/2011 12:00:00 AM"
"4875","20110501","5","6","2","57","7600","5/1/2011 12:00:00 AM"
"4876","20110501","5","6","1","60","28000","5/1/2011 12:00:00 AM"
"4877","20110501","5","6","2","60","28800","5/1/2011 12:00:00 AM"
"4878","20110501","5","6","1","61","3360","5/1/2011 12:00:00 AM"
"4879","20110501","5","6","2","61","2600","5/1/2011 12:00:00 AM"
"4880","20110501","5","6","1","62","1400","5/1/2011 12:00:00 AM"
"4881","20110501","5","6","2","62","1900","5/1/2011 12:00:00 AM"
"4882","20110501","5","6","1","63","24070","5/1/2011 12:00:00 AM"
"4883","20110501","5","6","2","63","13000","5/1/2011 12:00:00 AM"
"4884","20110501","5","6","2","65","380","5/1/2011 12:00:00 AM"
"4885","20110501","5","6","1","65","322","5/1/2011 12:00:00 AM"
"4886","20110501","5","6","1","66","293","5/1/2011 12:00:00 AM"
"4887","20110501","5","6","2","66","380","5/1/2011 12:00:00 AM"
"4888","20110501","5","6","1","67","154","5/1/2011 12:00:00 AM"
"4889","20110501","5","6","2","67","200","5/1/2011 12:00:00 AM"
"4890","20110501","5","6","1","68","119","5/1/2011 12:00:00 AM"
"4891","20110501","5","6","2","68","200","5/1/2011 12:00:00 AM"
"4892","20110501","5","6","1","69","32","5/1/2011 12:00:00 AM"
"4893","20110501","5","6","1","71","49","5/1/2011 12:00:00 AM"
"4894","20110501","5","6","2","71","60","5/1/2011 12:00:00 AM"
"4895","20110501","5","6","1","72","1444","5/1/2011 12:00:00 AM"
"4896","20110501","5","6","2","72","750","5/1/2011 12:00:00 AM"
"4897","20110501","5","6","2","73","300","5/1/2011 12:00:00 AM"
"4898","20110501","5","6","1","73","245","5/1/2011 12:00:00 AM"
"4899","20110501","5","6","1","74","166","5/1/2011 12:00:00 AM"
"4900","20110501","5","6","2","74","200","5/1/2011 12:00:00 AM"
"4901","20110501","5","6","1","76","3865","5/1/2011 12:00:00 AM"
"4902","20110501","5","6","2","76","2900","5/1/2011 12:00:00 AM"
"4903","20110501","5","6","2","77","650","5/1/2011 12:00:00 AM"
"4904","20110501","5","6","1","77","579","5/1/2011 12:00:00 AM"
"4905","20110501","5","6","2","78","200","5/1/2011 12:00:00 AM"
"4906","20110501","5","6","1","78","194","5/1/2011 12:00:00 AM"
"4907","20110501","5","6","1","80","749","5/1/2011 12:00:00 AM"
"4908","20110501","5","6","2","80","650","5/1/2011 12:00:00 AM"
"4909","20110501","5","6","1","81","464","5/1/2011 12:00:00 AM"
"4910","20110501","5","6","2","81","480","5/1/2011 12:00:00 AM"
"4911","20110501","5","6","2","82","50","5/1/2011 12:00:00 AM"
"4912","20110501","5","6","1","82","47","5/1/2011 12:00:00 AM"
"4913","20110501","5","6","1","83","165","5/1/2011 12:00:00 AM"
"4914","20110501","5","6","2","83","200","5/1/2011 12:00:00 AM"
"4915","20110501","5","6","2","84","200","5/1/2011 12:00:00 AM"
"4916","20110501","5","6","1","84","145","5/1/2011 12:00:00 AM"
"4917","20110501","5","6","2","85","100","5/1/2011 12:00:00 AM"
"4918","20110501","5","6","1","85","132","5/1/2011 12:00:00 AM"
"4919","20110501","5","6","1","87","630","5/1/2011 12:00:00 AM"
"4920","20110501","5","6","2","87","650","5/1/2011 12:00:00 AM"
"4921","20110501","5","6","1","89","142","5/1/2011 12:00:00 AM"
"4922","20110501","5","6","1","90","218","5/1/2011 12:00:00 AM"
"4923","20110501","5","6","1","91","-174","5/1/2011 12:00:00 AM"
"4924","20110501","5","6","1","92","291","5/1/2011 12:00:00 AM"
"4925","20110501","5","6","1","94","49548","5/1/2011 12:00:00 AM"
"4926","20110501","5","6","1","96","7","5/1/2011 12:00:00 AM"
"4927","20110501","5","6","1","97","465","5/1/2011 12:00:00 AM"
"4928","20110501","5","6","1","99","38500","5/1/2011 12:00:00 AM"
"4929","20110501","5","6","2","101","433300","5/1/2011 12:00:00 AM"
"4930","20110501","5","6","1","101","481412","5/1/2011 12:00:00 AM"
"4931","20110501","5","7","1","4","748052","5/1/2011 12:00:00 AM"
"4932","20110501","5","7","1","6","377959","5/1/2011 12:00:00 AM"
"4933","20110501","5","7","1","7","12464","5/1/2011 12:00:00 AM"
"4934","20110501","5","7","1","8","7559","5/1/2011 12:00:00 AM"
"4935","20110501","5","7","1","13","54426","5/1/2011 12:00:00 AM"
"4936","20110501","5","7","1","14","34394","5/1/2011 12:00:00 AM"
"4937","20110501","5","7","1","15","74080","5/1/2011 12:00:00 AM"
"4938","20110501","5","7","1","18","8232","5/1/2011 12:00:00 AM"
"4939","20110501","5","7","1","19","26232","5/1/2011 12:00:00 AM"
"4940","20110501","5","7","1","20","7408","5/1/2011 12:00:00 AM"
"4941","20110501","5","7","1","21","38158","5/1/2011 12:00:00 AM"
"4942","20110501","5","7","1","22","7062","5/1/2011 12:00:00 AM"
"4943","20110501","5","7","1","23","2886","5/1/2011 12:00:00 AM"
"4944","20110501","5","7","1","24","15232","5/1/2011 12:00:00 AM"
"4945","20110501","5","7","1","28","13062","5/1/2011 12:00:00 AM"
"4946","20110501","5","7","1","29","114372","5/1/2011 12:00:00 AM"
"4947","20110501","5","7","1","31","34084","5/1/2011 12:00:00 AM"
"4948","20110501","5","7","1","32","18299","5/1/2011 12:00:00 AM"
"4949","20110501","5","7","1","33","17262","5/1/2011 12:00:00 AM"
"4950","20110501","5","7","1","34","25663","5/1/2011 12:00:00 AM"
"4951","20110501","5","7","1","35","117406","5/1/2011 12:00:00 AM"
"4952","20110501","5","7","1","37","107678","5/1/2011 12:00:00 AM"
"4953","20110501","5","7","1","38","22052","5/1/2011 12:00:00 AM"
"4954","20110501","5","7","1","39","35207","5/1/2011 12:00:00 AM"
"4955","20110501","5","7","1","40","19062","5/1/2011 12:00:00 AM"
"4956","20110501","5","7","1","43","776615","5/1/2011 12:00:00 AM"
"4957","20110501","5","7","1","46","249296","5/1/2011 12:00:00 AM"
"4958","20110501","5","7","1","100","13323","5/1/2011 12:00:00 AM"
"4959","20110501","6","1","1","60","17472","5/1/2011 12:00:00 AM"
"4960","20110501","6","1","2","60","18600","5/1/2011 12:00:00 AM"
"4961","20110501","6","1","2","61","1800","5/1/2011 12:00:00 AM"
"4962","20110501","6","1","1","61","1921","5/1/2011 12:00:00 AM"
"4963","20110501","6","1","1","62","1572","5/1/2011 12:00:00 AM"
"4964","20110501","6","1","2","62","1500","5/1/2011 12:00:00 AM"
"4965","20110501","6","1","1","65","355","5/1/2011 12:00:00 AM"
"4966","20110501","6","1","2","65","280","5/1/2011 12:00:00 AM"
"4967","20110501","6","1","2","66","280","5/1/2011 12:00:00 AM"
"4968","20110501","6","1","1","66","322","5/1/2011 12:00:00 AM"
"4969","20110501","6","1","1","67","159","5/1/2011 12:00:00 AM"
"4970","20110501","6","1","2","67","200","5/1/2011 12:00:00 AM"
"4971","20110501","6","1","1","68","123","5/1/2011 12:00:00 AM"
"4972","20110501","6","1","2","68","100","5/1/2011 12:00:00 AM"
"4973","20110501","6","1","1","69","36","5/1/2011 12:00:00 AM"
"4974","20110501","6","1","1","71","23","5/1/2011 12:00:00 AM"
"4975","20110501","6","1","2","71","60","5/1/2011 12:00:00 AM"
"4976","20110501","6","1","1","73","218","5/1/2011 12:00:00 AM"
"4977","20110501","6","1","2","73","220","5/1/2011 12:00:00 AM"
"4978","20110501","6","1","2","74","100","5/1/2011 12:00:00 AM"
"4979","20110501","6","1","1","74","160","5/1/2011 12:00:00 AM"
"4980","20110501","6","1","2","76","200","5/1/2011 12:00:00 AM"
"4981","20110501","6","1","1","76","239","5/1/2011 12:00:00 AM"
"4982","20110501","6","1","1","77","430","5/1/2011 12:00:00 AM"
"4983","20110501","6","1","2","77","480","5/1/2011 12:00:00 AM"
"4984","20110501","6","1","2","78","100","5/1/2011 12:00:00 AM"
"4985","20110501","6","1","1","78","131","5/1/2011 12:00:00 AM"
"4986","20110501","6","1","2","80","480","5/1/2011 12:00:00 AM"
"4987","20110501","6","1","1","80","511","5/1/2011 12:00:00 AM"
"4988","20110501","6","1","2","81","280","5/1/2011 12:00:00 AM"
"4989","20110501","6","1","1","81","316","5/1/2011 12:00:00 AM"
"4990","20110501","6","1","2","82","30","5/1/2011 12:00:00 AM"
"4991","20110501","6","1","1","82","33","5/1/2011 12:00:00 AM"
"4992","20110501","6","1","1","83","116","5/1/2011 12:00:00 AM"
"4993","20110501","6","1","2","83","100","5/1/2011 12:00:00 AM"
"4994","20110501","6","1","2","84","100","5/1/2011 12:00:00 AM"
"4995","20110501","6","1","1","84","103","5/1/2011 12:00:00 AM"
"4996","20110501","6","1","2","85","90","5/1/2011 12:00:00 AM"
"4997","20110501","6","1","1","85","92","5/1/2011 12:00:00 AM"
"4998","20110501","6","1","2","87","480","5/1/2011 12:00:00 AM"
"4999","20110501","6","1","1","87","410","5/1/2011 12:00:00 AM"
"5000","20110501","6","1","1","89","155","5/1/2011 12:00:00 AM"
"5001","20110501","6","1","1","90","239","5/1/2011 12:00:00 AM"
"5002","20110501","6","1","1","91","-191","5/1/2011 12:00:00 AM"
"5003","20110501","6","1","1","92","319","5/1/2011 12:00:00 AM"
"5004","20110501","6","1","1","94","71","5/1/2011 12:00:00 AM"
"5005","20110501","6","1","1","96","7","5/1/2011 12:00:00 AM"
"5006","20110501","6","2","1","12","197670","5/1/2011 12:00:00 AM"
"5007","20110501","6","2","1","60","8112","5/1/2011 12:00:00 AM"
"5008","20110501","6","2","2","60","9600","5/1/2011 12:00:00 AM"
"5009","20110501","6","2","2","61","850","5/1/2011 12:00:00 AM"
"5010","20110501","6","2","1","61","892","5/1/2011 12:00:00 AM"
"5011","20110501","6","2","2","62","650","5/1/2011 12:00:00 AM"
"5012","20110501","6","2","1","62","567","5/1/2011 12:00:00 AM"
"5013","20110501","6","2","1","65","113","5/1/2011 12:00:00 AM"
"5014","20110501","6","2","2","65","100","5/1/2011 12:00:00 AM"
"5015","20110501","6","2","1","66","103","5/1/2011 12:00:00 AM"
"5016","20110501","6","2","2","66","100","5/1/2011 12:00:00 AM"
"5017","20110501","6","2","2","67","70","5/1/2011 12:00:00 AM"
"5018","20110501","6","2","1","67","53","5/1/2011 12:00:00 AM"
"5019","20110501","6","2","1","68","39","5/1/2011 12:00:00 AM"
"5020","20110501","6","2","2","68","50","5/1/2011 12:00:00 AM"
"5021","20110501","6","2","1","69","11","5/1/2011 12:00:00 AM"
"5022","20110501","6","2","1","71","14","5/1/2011 12:00:00 AM"
"5023","20110501","6","2","2","71","40","5/1/2011 12:00:00 AM"
"5024","20110501","6","2","2","73","110","5/1/2011 12:00:00 AM"
"5025","20110501","6","2","1","73","76","5/1/2011 12:00:00 AM"
"5026","20110501","6","2","1","74","118","5/1/2011 12:00:00 AM"
"5027","20110501","6","2","2","74","100","5/1/2011 12:00:00 AM"
"5028","20110501","6","2","2","76","100","5/1/2011 12:00:00 AM"
"5029","20110501","6","2","1","76","94","5/1/2011 12:00:00 AM"
"5030","20110501","6","2","1","77","170","5/1/2011 12:00:00 AM"
"5031","20110501","6","2","2","77","200","5/1/2011 12:00:00 AM"
"5032","20110501","6","2","2","78","70","5/1/2011 12:00:00 AM"
"5033","20110501","6","2","1","78","68","5/1/2011 12:00:00 AM"
"5034","20110501","6","2","1","80","225","5/1/2011 12:00:00 AM"
"5035","20110501","6","2","2","80","280","5/1/2011 12:00:00 AM"
"5036","20110501","6","2","1","81","139","5/1/2011 12:00:00 AM"
"5037","20110501","6","2","2","81","200","5/1/2011 12:00:00 AM"
"5038","20110501","6","2","2","82","10","5/1/2011 12:00:00 AM"
"5039","20110501","6","2","1","82","14","5/1/2011 12:00:00 AM"
"5040","20110501","6","2","2","83","50","5/1/2011 12:00:00 AM"
"5041","20110501","6","2","1","83","51","5/1/2011 12:00:00 AM"
"5042","20110501","6","2","1","84","46","5/1/2011 12:00:00 AM"
"5043","20110501","6","2","2","84","50","5/1/2011 12:00:00 AM"
"5044","20110501","6","2","1","85","40","5/1/2011 12:00:00 AM"
"5045","20110501","6","2","2","85","40","5/1/2011 12:00:00 AM"
"5046","20110501","6","2","1","87","176","5/1/2011 12:00:00 AM"
"5047","20110501","6","2","2","87","200","5/1/2011 12:00:00 AM"
"5048","20110501","6","2","1","89","70","5/1/2011 12:00:00 AM"
"5049","20110501","6","2","1","90","107","5/1/2011 12:00:00 AM"
"5050","20110501","6","2","1","91","-86","5/1/2011 12:00:00 AM"
"5051","20110501","6","2","1","92","142","5/1/2011 12:00:00 AM"
"5052","20110501","6","2","1","94","31","5/1/2011 12:00:00 AM"
"5053","20110501","6","2","1","96","3","5/1/2011 12:00:00 AM"
"5054","20110501","6","3","1","10","1495532","5/1/2011 12:00:00 AM"
"5055","20110501","6","3","1","11","978385","5/1/2011 12:00:00 AM"
"5056","20110501","6","3","1","60","25272","5/1/2011 12:00:00 AM"
"5057","20110501","6","3","2","60","23400","5/1/2011 12:00:00 AM"
"5058","20110501","6","3","1","61","2527","5/1/2011 12:00:00 AM"
"5059","20110501","6","3","2","61","2100","5/1/2011 12:00:00 AM"
"5060","20110501","6","3","1","62","1516","5/1/2011 12:00:00 AM"
"5061","20110501","6","3","2","62","1300","5/1/2011 12:00:00 AM"
"5062","20110501","6","3","1","65","287","5/1/2011 12:00:00 AM"
"5063","20110501","6","3","2","65","280","5/1/2011 12:00:00 AM"
"5064","20110501","6","3","1","66","261","5/1/2011 12:00:00 AM"
"5065","20110501","6","3","2","66","280","5/1/2011 12:00:00 AM"
"5066","20110501","6","3","2","67","100","5/1/2011 12:00:00 AM"
"5067","20110501","6","3","1","67","140","5/1/2011 12:00:00 AM"
"5068","20110501","6","3","2","68","100","5/1/2011 12:00:00 AM"
"5069","20110501","6","3","1","68","105","5/1/2011 12:00:00 AM"
"5070","20110501","6","3","1","69","29","5/1/2011 12:00:00 AM"
"5071","20110501","6","3","2","71","70","5/1/2011 12:00:00 AM"
"5072","20110501","6","3","1","71","29","5/1/2011 12:00:00 AM"
"5073","20110501","6","3","2","73","220","5/1/2011 12:00:00 AM"
"5074","20110501","6","3","1","73","213","5/1/2011 12:00:00 AM"
"5075","20110501","6","3","1","74","118","5/1/2011 12:00:00 AM"
"5076","20110501","6","3","2","74","100","5/1/2011 12:00:00 AM"
"5077","20110501","6","3","2","76","280","5/1/2011 12:00:00 AM"
"5078","20110501","6","3","1","76","275","5/1/2011 12:00:00 AM"
"5079","20110501","6","3","2","77","480","5/1/2011 12:00:00 AM"
"5080","20110501","6","3","1","77","495","5/1/2011 12:00:00 AM"
"5081","20110501","6","3","2","78","200","5/1/2011 12:00:00 AM"
"5082","20110501","6","3","1","78","149","5/1/2011 12:00:00 AM"
"5083","20110501","6","3","1","80","565","5/1/2011 12:00:00 AM"
"5084","20110501","6","3","2","80","550","5/1/2011 12:00:00 AM"
"5085","20110501","6","3","2","81","380","5/1/2011 12:00:00 AM"
"5086","20110501","6","3","1","81","350","5/1/2011 12:00:00 AM"
"5087","20110501","6","3","1","82","34","5/1/2011 12:00:00 AM"
"5088","20110501","6","3","2","82","40","5/1/2011 12:00:00 AM"
"5089","20110501","6","3","1","83","118","5/1/2011 12:00:00 AM"
"5090","20110501","6","3","2","83","100","5/1/2011 12:00:00 AM"
"5091","20110501","6","3","1","84","98","5/1/2011 12:00:00 AM"
"5092","20110501","6","3","2","84","100","5/1/2011 12:00:00 AM"
"5093","20110501","6","3","2","85","100","5/1/2011 12:00:00 AM"
"5094","20110501","6","3","1","85","94","5/1/2011 12:00:00 AM"
"5095","20110501","6","3","1","87","527","5/1/2011 12:00:00 AM"
"5096","20110501","6","3","2","87","480","5/1/2011 12:00:00 AM"
"5097","20110501","6","3","1","89","148","5/1/2011 12:00:00 AM"
"5098","20110501","6","3","1","90","226","5/1/2011 12:00:00 AM"
"5099","20110501","6","3","1","91","-181","5/1/2011 12:00:00 AM"
"5100","20110501","6","3","1","92","302","5/1/2011 12:00:00 AM"
"5101","20110501","6","3","1","94","79","5/1/2011 12:00:00 AM"
"5102","20110501","6","3","1","96","9","5/1/2011 12:00:00 AM"
"5103","20110501","6","4","2","60","16000","5/1/2011 12:00:00 AM"
"5104","20110501","6","4","1","60","14040","5/1/2011 12:00:00 AM"
"5105","20110501","6","4","1","61","1685","5/1/2011 12:00:00 AM"
"5106","20110501","6","4","2","61","1500","5/1/2011 12:00:00 AM"
"5107","20110501","6","4","2","62","1000","5/1/2011 12:00:00 AM"
"5108","20110501","6","4","1","62","1264","5/1/2011 12:00:00 AM"
"5109","20110501","6","4","1","65","267","5/1/2011 12:00:00 AM"
"5110","20110501","6","4","2","65","200","5/1/2011 12:00:00 AM"
"5111","20110501","6","4","2","66","200","5/1/2011 12:00:00 AM"
"5112","20110501","6","4","1","66","242","5/1/2011 12:00:00 AM"
"5113","20110501","6","4","1","67","120","5/1/2011 12:00:00 AM"
"5114","20110501","6","4","2","67","100","5/1/2011 12:00:00 AM"
"5115","20110501","6","4","1","68","91","5/1/2011 12:00:00 AM"
"5116","20110501","6","4","2","68","80","5/1/2011 12:00:00 AM"
"5117","20110501","6","4","1","69","27","5/1/2011 12:00:00 AM"
"5118","20110501","6","4","1","71","20","5/1/2011 12:00:00 AM"
"5119","20110501","6","4","2","71","40","5/1/2011 12:00:00 AM"
"5120","20110501","6","4","2","73","220","5/1/2011 12:00:00 AM"
"5121","20110501","6","4","1","73","161","5/1/2011 12:00:00 AM"
"5122","20110501","6","4","2","74","100","5/1/2011 12:00:00 AM"
"5123","20110501","6","4","1","74","161","5/1/2011 12:00:00 AM"
"5124","20110501","6","4","1","76","174","5/1/2011 12:00:00 AM"
"5125","20110501","6","4","2","76","200","5/1/2011 12:00:00 AM"
"5126","20110501","6","4","1","77","313","5/1/2011 12:00:00 AM"
"5127","20110501","6","4","2","77","280","5/1/2011 12:00:00 AM"
"5128","20110501","6","4","2","78","100","5/1/2011 12:00:00 AM"
"5129","20110501","6","4","1","78","83","5/1/2011 12:00:00 AM"
"5130","20110501","6","4","2","80","380","5/1/2011 12:00:00 AM"
"5131","20110501","6","4","1","80","310","5/1/2011 12:00:00 AM"
"5132","20110501","6","4","1","81","192","5/1/2011 12:00:00 AM"
"5133","20110501","6","4","2","81","280","5/1/2011 12:00:00 AM"
"5134","20110501","6","4","1","82","18","5/1/2011 12:00:00 AM"
"5135","20110501","6","4","2","82","30","5/1/2011 12:00:00 AM"
"5136","20110501","6","4","2","83","100","5/1/2011 12:00:00 AM"
"5137","20110501","6","4","1","83","65","5/1/2011 12:00:00 AM"
"5138","20110501","6","4","1","84","53","5/1/2011 12:00:00 AM"
"5139","20110501","6","4","2","84","80","5/1/2011 12:00:00 AM"
"5140","20110501","6","4","2","85","70","5/1/2011 12:00:00 AM"
"5141","20110501","6","4","1","85","52","5/1/2011 12:00:00 AM"
"5142","20110501","6","4","2","87","380","5/1/2011 12:00:00 AM"
"5143","20110501","6","4","1","87","293","5/1/2011 12:00:00 AM"
"5144","20110501","6","4","1","89","80","5/1/2011 12:00:00 AM"
"5145","20110501","6","4","1","90","123","5/1/2011 12:00:00 AM"
"5146","20110501","6","4","1","91","-98","5/1/2011 12:00:00 AM"
"5147","20110501","6","4","1","92","164","5/1/2011 12:00:00 AM"
"5148","20110501","6","4","1","94","43","5/1/2011 12:00:00 AM"
"5149","20110501","6","4","1","96","5","5/1/2011 12:00:00 AM"
"5150","20110501","6","5","2","60","9700","5/1/2011 12:00:00 AM"
"5151","20110501","6","5","1","60","10400","5/1/2011 12:00:00 AM"
"5152","20110501","6","5","2","61","950","5/1/2011 12:00:00 AM"
"5153","20110501","6","5","1","61","1040","5/1/2011 12:00:00 AM"
"5154","20110501","6","5","2","62","550","5/1/2011 12:00:00 AM"
"5155","20110501","6","5","1","62","832","5/1/2011 12:00:00 AM"
"5156","20110501","6","5","2","65","100","5/1/2011 12:00:00 AM"
"5157","20110501","6","5","1","65","174","5/1/2011 12:00:00 AM"
"5158","20110501","6","5","1","66","158","5/1/2011 12:00:00 AM"
"5159","20110501","6","5","2","66","100","5/1/2011 12:00:00 AM"
"5160","20110501","6","5","2","67","70","5/1/2011 12:00:00 AM"
"5161","20110501","6","5","1","67","81","5/1/2011 12:00:00 AM"
"5162","20110501","6","5","2","68","50","5/1/2011 12:00:00 AM"
"5163","20110501","6","5","1","68","60","5/1/2011 12:00:00 AM"
"5164","20110501","6","5","1","69","17","5/1/2011 12:00:00 AM"
"5165","20110501","6","5","1","71","13","5/1/2011 12:00:00 AM"
"5166","20110501","6","5","2","71","30","5/1/2011 12:00:00 AM"
"5167","20110501","6","5","2","73","110","5/1/2011 12:00:00 AM"
"5168","20110501","6","5","1","73","111","5/1/2011 12:00:00 AM"
"5169","20110501","6","5","1","74","135","5/1/2011 12:00:00 AM"
"5170","20110501","6","5","2","74","100","5/1/2011 12:00:00 AM"
"5171","20110501","6","5","1","76","131","5/1/2011 12:00:00 AM"
"5172","20110501","6","5","2","76","100","5/1/2011 12:00:00 AM"
"5173","20110501","6","5","1","77","236","5/1/2011 12:00:00 AM"
"5174","20110501","6","5","2","77","200","5/1/2011 12:00:00 AM"
"5175","20110501","6","5","1","78","80","5/1/2011 12:00:00 AM"
"5176","20110501","6","5","2","78","80","5/1/2011 12:00:00 AM"
"5177","20110501","6","5","2","80","280","5/1/2011 12:00:00 AM"
"5178","20110501","6","5","1","80","289","5/1/2011 12:00:00 AM"
"5179","20110501","6","5","1","81","179","5/1/2011 12:00:00 AM"
"5180","20110501","6","5","2","81","200","5/1/2011 12:00:00 AM"
"5181","20110501","6","5","2","82","10","5/1/2011 12:00:00 AM"
"5182","20110501","6","5","1","82","18","5/1/2011 12:00:00 AM"
"5183","20110501","6","5","2","83","60","5/1/2011 12:00:00 AM"
"5184","20110501","6","5","1","83","64","5/1/2011 12:00:00 AM"
"5185","20110501","6","5","1","84","57","5/1/2011 12:00:00 AM"
"5186","20110501","6","5","2","84","50","5/1/2011 12:00:00 AM"
"5187","20110501","6","5","1","85","51","5/1/2011 12:00:00 AM"
"5188","20110501","6","5","2","85","40","5/1/2011 12:00:00 AM"
"5189","20110501","6","5","2","87","200","5/1/2011 12:00:00 AM"
"5190","20110501","6","5","1","87","234","5/1/2011 12:00:00 AM"
"5191","20110501","6","5","1","89","86","5/1/2011 12:00:00 AM"
"5192","20110501","6","5","1","90","133","5/1/2011 12:00:00 AM"
"5193","20110501","6","5","1","91","-106","5/1/2011 12:00:00 AM"
"5194","20110501","6","5","1","92","177","5/1/2011 12:00:00 AM"
"5195","20110501","6","5","1","94","40","5/1/2011 12:00:00 AM"
"5196","20110501","6","5","1","96","4","5/1/2011 12:00:00 AM"
"5197","20110501","6","6","1","52","37737","5/1/2011 12:00:00 AM"
"5198","20110501","6","6","2","52","32500","5/1/2011 12:00:00 AM"
"5199","20110501","6","6","2","53","4600","5/1/2011 12:00:00 AM"
"5200","20110501","6","6","1","53","5391","5/1/2011 12:00:00 AM"
"5201","20110501","6","6","1","54","1120","5/1/2011 12:00:00 AM"
"5202","20110501","6","6","2","54","1800","5/1/2011 12:00:00 AM"
"5203","20110501","6","6","2","56","212400","5/1/2011 12:00:00 AM"
"5204","20110501","6","6","1","56","132765","5/1/2011 12:00:00 AM"
"5205","20110501","6","6","1","60","16380","5/1/2011 12:00:00 AM"
"5206","20110501","6","6","2","60","17400","5/1/2011 12:00:00 AM"
"5207","20110501","6","6","2","61","1500","5/1/2011 12:00:00 AM"
"5208","20110501","6","6","1","61","1310","5/1/2011 12:00:00 AM"
"5209","20110501","6","6","1","62","819","5/1/2011 12:00:00 AM"
"5210","20110501","6","6","2","62","950","5/1/2011 12:00:00 AM"
"5211","20110501","6","6","1","63","10512","5/1/2011 12:00:00 AM"
"5212","20110501","6","6","2","63","6100","5/1/2011 12:00:00 AM"
"5213","20110501","6","6","1","65","196","5/1/2011 12:00:00 AM"
"5214","20110501","6","6","2","65","200","5/1/2011 12:00:00 AM"
"5215","20110501","6","6","2","66","200","5/1/2011 12:00:00 AM"
"5216","20110501","6","6","1","66","177","5/1/2011 12:00:00 AM"
"5217","20110501","6","6","1","67","96","5/1/2011 12:00:00 AM"
"5218","20110501","6","6","2","67","100","5/1/2011 12:00:00 AM"
"5219","20110501","6","6","2","68","90","5/1/2011 12:00:00 AM"
"5220","20110501","6","6","1","68","73","5/1/2011 12:00:00 AM"
"5221","20110501","6","6","1","69","20","5/1/2011 12:00:00 AM"
"5222","20110501","6","6","1","71","41","5/1/2011 12:00:00 AM"
"5223","20110501","6","6","2","71","60","5/1/2011 12:00:00 AM"
"5224","20110501","6","6","1","72","350","5/1/2011 12:00:00 AM"
"5225","20110501","6","6","2","72","380","5/1/2011 12:00:00 AM"
"5226","20110501","6","6","2","73","220","5/1/2011 12:00:00 AM"
"5227","20110501","6","6","1","73","153","5/1/2011 12:00:00 AM"
"5228","20110501","6","6","1","74","104","5/1/2011 12:00:00 AM"
"5229","20110501","6","6","2","74","100","5/1/2011 12:00:00 AM"
"5230","20110501","6","6","1","76","2758","5/1/2011 12:00:00 AM"
"5231","20110501","6","6","2","76","1800","5/1/2011 12:00:00 AM"
