"SurveyResponseKey","DateKey","CustomerKey","ProductCategoryKey","EnglishProductCategoryName","ProductSubcategoryKey","EnglishProductSubcategoryName","Date"
"575","20120315","16529","4","Accessories","35","Panniers","3/15/2012 12:00:00 AM"
"576","20120418","16551","3","Clothing","18","Bib-Shorts","4/18/2012 12:00:00 AM"
"577","20120229","16553","3","Clothing","18","Bib-Shorts","2/29/2012 12:00:00 AM"
"578","20120229","16553","4","Accessories","27","Bike Stands","2/29/2012 12:00:00 AM"
"579","20120422","16562","3","Clothing","25","Vests","4/22/2012 12:00:00 AM"
"580","20120420","16563","3","Clothing","19","Caps","4/20/2012 12:00:00 AM"
"581","20120420","16571","3","Clothing","20","Gloves","4/20/2012 12:00:00 AM"
"582","20120329","16601","3","Clothing","21","Jerseys","3/29/2012 12:00:00 AM"
"583","20120329","16601","4","Accessories","29","Cleaners","3/29/2012 12:00:00 AM"
"584","20120306","16610","3","Clothing","23","Socks","3/6/2012 12:00:00 AM"
"585","20120306","16610","4","Accessories","29","Cleaners","3/6/2012 12:00:00 AM"
"586","20120422","16632","4","Accessories","33","Lights","4/22/2012 12:00:00 AM"
"587","20120402","16635","3","Clothing","25","Vests","4/2/2012 12:00:00 AM"
"588","20120402","16635","4","Accessories","30","Fenders","4/2/2012 12:00:00 AM"
"589","20120427","16636","4","Accessories","29","Cleaners","4/27/2012 12:00:00 AM"
"590","20120427","16636","4","Accessories","31","Helmets","4/27/2012 12:00:00 AM"
"591","20120323","16640","3","Clothing","23","Socks","3/23/2012 12:00:00 AM"
"592","20120322","16660","4","Accessories","30","Fenders","3/22/2012 12:00:00 AM"
"593","20120302","16663","3","Clothing","21","Jerseys","3/2/2012 12:00:00 AM"
"594","20120413","16679","4","Accessories","33","Lights","4/13/2012 12:00:00 AM"
"595","20120413","16680","3","Clothing","20","Gloves","4/13/2012 12:00:00 AM"
"596","20120413","16680","4","Accessories","31","Helmets","4/13/2012 12:00:00 AM"
"597","20120424","16682","3","Clothing","18","Bib-Shorts","4/24/2012 12:00:00 AM"
"598","20120424","16682","4","Accessories","37","Tires and Tubes","4/24/2012 12:00:00 AM"
"599","20120303","16689","3","Clothing","20","Gloves","3/3/2012 12:00:00 AM"
"600","20120303","16689","4","Accessories","32","Hydration Packs","3/3/2012 12:00:00 AM"
"601","20120303","16689","4","Accessories","34","Locks","3/3/2012 12:00:00 AM"
"602","20120312","16692","4","Accessories","32","Hydration Packs","3/12/2012 12:00:00 AM"
"603","20120312","16692","4","Accessories","33","Lights","3/12/2012 12:00:00 AM"
"604","20120306","16699","4","Accessories","27","Bike Stands","3/6/2012 12:00:00 AM"
"605","20120306","16699","4","Accessories","29","Cleaners","3/6/2012 12:00:00 AM"
"606","20120330","16704","4","Accessories","29","Cleaners","3/30/2012 12:00:00 AM"
"607","20120414","16705","4","Accessories","31","Helmets","4/14/2012 12:00:00 AM"
"608","20120414","16705","4","Accessories","34","Locks","4/14/2012 12:00:00 AM"
"609","20120320","16706","3","Clothing","25","Vests","3/20/2012 12:00:00 AM"
"610","20120317","16710","4","Accessories","26","Bike Racks","3/17/2012 12:00:00 AM"
"611","20120317","16710","4","Accessories","37","Tires and Tubes","3/17/2012 12:00:00 AM"
"612","20120407","16712","3","Clothing","20","Gloves","4/7/2012 12:00:00 AM"
"613","20120407","16712","3","Clothing","25","Vests","4/7/2012 12:00:00 AM"
"614","20120407","16712","4","Accessories","35","Panniers","4/7/2012 12:00:00 AM"
"615","20120308","16717","4","Accessories","31","Helmets","3/8/2012 12:00:00 AM"
"616","20120308","16717","4","Accessories","37","Tires and Tubes","3/8/2012 12:00:00 AM"
"617","20120229","16743","3","Clothing","21","Jerseys","2/29/2012 12:00:00 AM"
"618","20120229","16743","3","Clothing","23","Socks","2/29/2012 12:00:00 AM"
"619","20120229","16743","4","Accessories","27","Bike Stands","2/29/2012 12:00:00 AM"
"620","20120229","16743","4","Accessories","36","Pumps","2/29/2012 12:00:00 AM"
"621","20120406","16745","3","Clothing","22","Shorts","4/6/2012 12:00:00 AM"
"622","20120405","16754","3","Clothing","21","Jerseys","4/5/2012 12:00:00 AM"
"623","20120405","16754","4","Accessories","37","Tires and Tubes","4/5/2012 12:00:00 AM"
"624","20120407","16828","3","Clothing","20","Gloves","4/7/2012 12:00:00 AM"
"625","20120407","16828","4","Accessories","34","Locks","4/7/2012 12:00:00 AM"
"626","20120403","16837","3","Clothing","18","Bib-Shorts","4/3/2012 12:00:00 AM"
"627","20120403","16837","3","Clothing","19","Caps","4/3/2012 12:00:00 AM"
"628","20120319","16873","3","Clothing","19","Caps","3/19/2012 12:00:00 AM"
"629","20120319","16873","4","Accessories","34","Locks","3/19/2012 12:00:00 AM"
"630","20120419","16876","3","Clothing","24","Tights","4/19/2012 12:00:00 AM"
"631","20120412","16902","3","Clothing","20","Gloves","4/12/2012 12:00:00 AM"
"632","20120412","16902","4","Accessories","30","Fenders","4/12/2012 12:00:00 AM"
"633","20120412","16902","4","Accessories","34","Locks","4/12/2012 12:00:00 AM"
"634","20120426","16921","4","Accessories","32","Hydration Packs","4/26/2012 12:00:00 AM"
"635","20120420","16928","4","Accessories","30","Fenders","4/20/2012 12:00:00 AM"
"636","20120423","16938","3","Clothing","20","Gloves","4/23/2012 12:00:00 AM"
"637","20120423","16938","4","Accessories","29","Cleaners","4/23/2012 12:00:00 AM"
"638","20120302","16945","4","Accessories","27","Bike Stands","3/2/2012 12:00:00 AM"
"639","20120302","16945","4","Accessories","28","Bottles and Cages","3/2/2012 12:00:00 AM"
"640","20120302","16945","4","Accessories","32","Hydration Packs","3/2/2012 12:00:00 AM"
"641","20120308","16964","4","Accessories","26","Bike Racks","3/8/2012 12:00:00 AM"
"642","20120308","16964","4","Accessories","31","Helmets","3/8/2012 12:00:00 AM"
"643","20120412","16995","3","Clothing","18","Bib-Shorts","4/12/2012 12:00:00 AM"
"644","20120412","16995","4","Accessories","30","Fenders","4/12/2012 12:00:00 AM"
"645","20120423","17045","4","Accessories","30","Fenders","4/23/2012 12:00:00 AM"
"646","20120423","17045","4","Accessories","37","Tires and Tubes","4/23/2012 12:00:00 AM"
"647","20120424","17048","3","Clothing","21","Jerseys","4/24/2012 12:00:00 AM"
"648","20120405","17050","3","Clothing","24","Tights","4/5/2012 12:00:00 AM"
"649","20120405","17050","4","Accessories","30","Fenders","4/5/2012 12:00:00 AM"
"650","20120405","17050","4","Accessories","31","Helmets","4/5/2012 12:00:00 AM"
"651","20120410","17053","3","Clothing","21","Jerseys","4/10/2012 12:00:00 AM"
"652","20120410","17053","3","Clothing","24","Tights","4/10/2012 12:00:00 AM"
"653","20120410","17053","4","Accessories","28","Bottles and Cages","4/10/2012 12:00:00 AM"
"654","20120410","17053","4","Accessories","31","Helmets","4/10/2012 12:00:00 AM"
"655","20120305","17055","4","Accessories","35","Panniers","3/5/2012 12:00:00 AM"
"656","20120406","17062","3","Clothing","23","Socks","4/6/2012 12:00:00 AM"
"657","20120424","17075","4","Accessories","37","Tires and Tubes","4/24/2012 12:00:00 AM"
"658","20120323","17077","4","Accessories","33","Lights","3/23/2012 12:00:00 AM"
"659","20120311","17078","4","Accessories","37","Tires and Tubes","3/11/2012 12:00:00 AM"
"660","20120410","17112","3","Clothing","20","Gloves","4/10/2012 12:00:00 AM"
"661","20120410","17112","4","Accessories","36","Pumps","4/10/2012 12:00:00 AM"
"662","20120304","17115","3","Clothing","18","Bib-Shorts","3/4/2012 12:00:00 AM"
"663","20120304","17115","3","Clothing","22","Shorts","3/4/2012 12:00:00 AM"
"664","20120304","17115","4","Accessories","29","Cleaners","3/4/2012 12:00:00 AM"
"665","20120301","17119","3","Clothing","23","Socks","3/1/2012 12:00:00 AM"
"666","20120301","17119","4","Accessories","34","Locks","3/1/2012 12:00:00 AM"
"667","20120305","17203","3","Clothing","22","Shorts","3/5/2012 12:00:00 AM"
"668","20120305","17203","4","Accessories","29","Cleaners","3/5/2012 12:00:00 AM"
"669","20120410","17216","3","Clothing","18","Bib-Shorts","4/10/2012 12:00:00 AM"
"670","20120416","17227","3","Clothing","24","Tights","4/16/2012 12:00:00 AM"
"671","20120416","17227","3","Clothing","25","Vests","4/16/2012 12:00:00 AM"
"672","20120416","17227","4","Accessories","35","Panniers","4/16/2012 12:00:00 AM"
"673","20120301","17231","4","Accessories","32","Hydration Packs","3/1/2012 12:00:00 AM"
"674","20120309","17235","4","Accessories","36","Pumps","3/9/2012 12:00:00 AM"
"675","20120309","17235","4","Accessories","37","Tires and Tubes","3/9/2012 12:00:00 AM"
"676","20120405","17238","4","Accessories","28","Bottles and Cages","4/5/2012 12:00:00 AM"
"677","20120405","17238","4","Accessories","34","Locks","4/5/2012 12:00:00 AM"
"678","20120313","17242","3","Clothing","24","Tights","3/13/2012 12:00:00 AM"
"679","20120319","17246","3","Clothing","19","Caps","3/19/2012 12:00:00 AM"
"680","20120319","17246","4","Accessories","27","Bike Stands","3/19/2012 12:00:00 AM"
"681","20120319","17246","4","Accessories","34","Locks","3/19/2012 12:00:00 AM"
"682","20120416","17251","4","Accessories","28","Bottles and Cages","4/16/2012 12:00:00 AM"
"683","20120414","17258","4","Accessories","26","Bike Racks","4/14/2012 12:00:00 AM"
"684","20120414","17258","4","Accessories","29","Cleaners","4/14/2012 12:00:00 AM"
"685","20120414","17263","4","Accessories","31","Helmets","4/14/2012 12:00:00 AM"
"686","20120310","17279","4","Accessories","26","Bike Racks","3/10/2012 12:00:00 AM"
"687","20120310","17284","4","Accessories","34","Locks","3/10/2012 12:00:00 AM"
"688","20120323","17299","4","Accessories","28","Bottles and Cages","3/23/2012 12:00:00 AM"
"689","20120323","17299","4","Accessories","31","Helmets","3/23/2012 12:00:00 AM"
"690","20120427","17300","3","Clothing","25","Vests","4/27/2012 12:00:00 AM"
"691","20120427","17300","4","Accessories","28","Bottles and Cages","4/27/2012 12:00:00 AM"
"692","20120425","17309","3","Clothing","20","Gloves","4/25/2012 12:00:00 AM"
"693","20120425","17309","4","Accessories","34","Locks","4/25/2012 12:00:00 AM"
"694","20120324","17316","3","Clothing","24","Tights","3/24/2012 12:00:00 AM"
"695","20120424","17319","3","Clothing","21","Jerseys","4/24/2012 12:00:00 AM"
"696","20120424","17319","4","Accessories","32","Hydration Packs","4/24/2012 12:00:00 AM"
"697","20120424","17319","4","Accessories","35","Panniers","4/24/2012 12:00:00 AM"
"698","20120323","17327","3","Clothing","24","Tights","3/23/2012 12:00:00 AM"
"699","20120420","17329","4","Accessories","26","Bike Racks","4/20/2012 12:00:00 AM"
"700","20120414","17331","4","Accessories","26","Bike Racks","4/14/2012 12:00:00 AM"
"701","20120414","17331","4","Accessories","35","Panniers","4/14/2012 12:00:00 AM"
"702","20120328","17351","4","Accessories","37","Tires and Tubes","3/28/2012 12:00:00 AM"
"703","20120419","17353","4","Accessories","32","Hydration Packs","4/19/2012 12:00:00 AM"
"704","20120419","17353","4","Accessories","37","Tires and Tubes","4/19/2012 12:00:00 AM"
"705","20120301","17388","4","Accessories","30","Fenders","3/1/2012 12:00:00 AM"
"706","20120301","17388","4","Accessories","33","Lights","3/1/2012 12:00:00 AM"
"707","20120301","17388","4","Accessories","34","Locks","3/1/2012 12:00:00 AM"
"708","20120306","17400","3","Clothing","25","Vests","3/6/2012 12:00:00 AM"
"709","20120306","17400","4","Accessories","37","Tires and Tubes","3/6/2012 12:00:00 AM"
"710","20120401","17491","3","Clothing","24","Tights","4/1/2012 12:00:00 AM"
"711","20120401","17491","4","Accessories","31","Helmets","4/1/2012 12:00:00 AM"
"712","20120331","17558","4","Accessories","28","Bottles and Cages","3/31/2012 12:00:00 AM"
"713","20120229","17579","4","Accessories","32","Hydration Packs","2/29/2012 12:00:00 AM"
"714","20120229","17579","4","Accessories","35","Panniers","2/29/2012 12:00:00 AM"
"715","20120320","17636","3","Clothing","21","Jerseys","3/20/2012 12:00:00 AM"
"716","20120320","17636","4","Accessories","35","Panniers","3/20/2012 12:00:00 AM"
"717","20120420","17655","4","Accessories","35","Panniers","4/20/2012 12:00:00 AM"
"718","20120413","17686","3","Clothing","20","Gloves","4/13/2012 12:00:00 AM"
"719","20120412","17707","3","Clothing","23","Socks","4/12/2012 12:00:00 AM"
"720","20120416","17709","4","Accessories","27","Bike Stands","4/16/2012 12:00:00 AM"
"721","20120416","17709","4","Accessories","36","Pumps","4/16/2012 12:00:00 AM"
"722","20120414","17725","3","Clothing","20","Gloves","4/14/2012 12:00:00 AM"
"723","20120414","17725","4","Accessories","31","Helmets","4/14/2012 12:00:00 AM"
"724","20120318","17727","3","Clothing","22","Shorts","3/18/2012 12:00:00 AM"
"725","20120318","17727","3","Clothing","24","Tights","3/18/2012 12:00:00 AM"
"726","20120427","17728","4","Accessories","26","Bike Racks","4/27/2012 12:00:00 AM"
"727","20120427","17728","4","Accessories","36","Pumps","4/27/2012 12:00:00 AM"
"728","20120312","17730","4","Accessories","30","Fenders","3/12/2012 12:00:00 AM"
"729","20120312","17730","4","Accessories","32","Hydration Packs","3/12/2012 12:00:00 AM"
"730","20120312","17730","4","Accessories","35","Panniers","3/12/2012 12:00:00 AM"
"731","20120313","17746","4","Accessories","31","Helmets","3/13/2012 12:00:00 AM"
"732","20120318","17753","4","Accessories","31","Helmets","3/18/2012 12:00:00 AM"
"733","20120315","17755","3","Clothing","19","Caps","3/15/2012 12:00:00 AM"
"734","20120315","17755","3","Clothing","22","Shorts","3/15/2012 12:00:00 AM"
"735","20120315","17755","3","Clothing","23","Socks","3/15/2012 12:00:00 AM"
"736","20120229","17760","4","Accessories","33","Lights","2/29/2012 12:00:00 AM"
"737","20120229","17760","4","Accessories","35","Panniers","2/29/2012 12:00:00 AM"
"738","20120424","17786","3","Clothing","25","Vests","4/24/2012 12:00:00 AM"
"739","20120424","17786","4","Accessories","34","Locks","4/24/2012 12:00:00 AM"
"740","20120424","17786","4","Accessories","36","Pumps","4/24/2012 12:00:00 AM"
"741","20120323","17792","3","Clothing","21","Jerseys","3/23/2012 12:00:00 AM"
"742","20120425","17795","4","Accessories","33","Lights","4/25/2012 12:00:00 AM"
"743","20120403","17882","3","Clothing","18","Bib-Shorts","4/3/2012 12:00:00 AM"
"744","20120403","17882","4","Accessories","36","Pumps","4/3/2012 12:00:00 AM"
"745","20120229","17884","3","Clothing","21","Jerseys","2/29/2012 12:00:00 AM"
"746","20120229","17884","4","Accessories","32","Hydration Packs","2/29/2012 12:00:00 AM"
"747","20120325","17895","3","Clothing","18","Bib-Shorts","3/25/2012 12:00:00 AM"
"748","20120325","17895","4","Accessories","27","Bike Stands","3/25/2012 12:00:00 AM"
"749","20120309","17901","4","Accessories","29","Cleaners","3/9/2012 12:00:00 AM"
"750","20120411","17910","4","Accessories","26","Bike Racks","4/11/2012 12:00:00 AM"
"751","20120411","17910","4","Accessories","30","Fenders","4/11/2012 12:00:00 AM"
"752","20120420","17911","4","Accessories","27","Bike Stands","4/20/2012 12:00:00 AM"
"753","20120420","17911","4","Accessories","34","Locks","4/20/2012 12:00:00 AM"
"754","20120420","17911","4","Accessories","35","Panniers","4/20/2012 12:00:00 AM"
"755","20120306","17922","3","Clothing","22","Shorts","3/6/2012 12:00:00 AM"
"756","20120302","17951","4","Accessories","36","Pumps","3/2/2012 12:00:00 AM"
"757","20120314","17960","3","Clothing","24","Tights","3/14/2012 12:00:00 AM"
"758","20120328","18092","3","Clothing","25","Vests","3/28/2012 12:00:00 AM"
"759","20120328","18092","4","Accessories","34","Locks","3/28/2012 12:00:00 AM"
"760","20120408","18116","3","Clothing","18","Bib-Shorts","4/8/2012 12:00:00 AM"
"761","20120310","18135","4","Accessories","28","Bottles and Cages","3/10/2012 12:00:00 AM"
"762","20120315","18154","3","Clothing","18","Bib-Shorts","3/15/2012 12:00:00 AM"
"763","20120306","18160","4","Accessories","36","Pumps","3/6/2012 12:00:00 AM"
"764","20120302","18168","4","Accessories","35","Panniers","3/2/2012 12:00:00 AM"
"765","20120327","18186","4","Accessories","34","Locks","3/27/2012 12:00:00 AM"
"766","20120323","18196","3","Clothing","22","Shorts","3/23/2012 12:00:00 AM"
"767","20120305","18198","3","Clothing","18","Bib-Shorts","3/5/2012 12:00:00 AM"
"768","20120325","18202","3","Clothing","20","Gloves","3/25/2012 12:00:00 AM"
"769","20120317","18203","4","Accessories","33","Lights","3/17/2012 12:00:00 AM"
"770","20120331","18206","3","Clothing","21","Jerseys","3/31/2012 12:00:00 AM"
"771","20120331","18206","4","Accessories","26","Bike Racks","3/31/2012 12:00:00 AM"
"772","20120331","18206","4","Accessories","36","Pumps","3/31/2012 12:00:00 AM"
"773","20120414","18209","4","Accessories","34","Locks","4/14/2012 12:00:00 AM"
"774","20120316","18214","3","Clothing","19","Caps","3/16/2012 12:00:00 AM"
"775","20120316","18214","3","Clothing","21","Jerseys","3/16/2012 12:00:00 AM"
"776","20120316","18214","4","Accessories","29","Cleaners","3/16/2012 12:00:00 AM"
"777","20120414","18243","3","Clothing","18","Bib-Shorts","4/14/2012 12:00:00 AM"
"778","20120326","18247","3","Clothing","18","Bib-Shorts","3/26/2012 12:00:00 AM"
"779","20120412","18250","3","Clothing","22","Shorts","4/12/2012 12:00:00 AM"
"780","20120320","18251","4","Accessories","35","Panniers","3/20/2012 12:00:00 AM"
"781","20120307","18253","3","Clothing","25","Vests","3/7/2012 12:00:00 AM"
"782","20120307","18253","4","Accessories","34","Locks","3/7/2012 12:00:00 AM"
"783","20120307","18253","4","Accessories","35","Panniers","3/7/2012 12:00:00 AM"
"784","20120316","18255","4","Accessories","32","Hydration Packs","3/16/2012 12:00:00 AM"
"785","20120314","18259","3","Clothing","20","Gloves","3/14/2012 12:00:00 AM"
"786","20120314","18259","4","Accessories","30","Fenders","3/14/2012 12:00:00 AM"
"787","20120314","18259","4","Accessories","33","Lights","3/14/2012 12:00:00 AM"
"788","20120405","18263","3","Clothing","20","Gloves","4/5/2012 12:00:00 AM"
"789","20120405","18263","3","Clothing","22","Shorts","4/5/2012 12:00:00 AM"
"790","20120419","18264","4","Accessories","26","Bike Racks","4/19/2012 12:00:00 AM"
"791","20120327","18273","4","Accessories","32","Hydration Packs","3/27/2012 12:00:00 AM"
"792","20120307","18281","3","Clothing","23","Socks","3/7/2012 12:00:00 AM"
"793","20120307","18281","3","Clothing","25","Vests","3/7/2012 12:00:00 AM"
"794","20120307","18281","4","Accessories","29","Cleaners","3/7/2012 12:00:00 AM"
"795","20120426","18288","4","Accessories","26","Bike Racks","4/26/2012 12:00:00 AM"
"796","20120328","18289","3","Clothing","23","Socks","3/28/2012 12:00:00 AM"
"797","20120304","18292","4","Accessories","30","Fenders","3/4/2012 12:00:00 AM"
"798","20120304","18292","4","Accessories","35","Panniers","3/4/2012 12:00:00 AM"
"799","20120426","18296","3","Clothing","19","Caps","4/26/2012 12:00:00 AM"
"800","20120426","18296","3","Clothing","20","Gloves","4/26/2012 12:00:00 AM"
"801","20120426","18296","4","Accessories","32","Hydration Packs","4/26/2012 12:00:00 AM"
"802","20120312","18297","3","Clothing","18","Bib-Shorts","3/12/2012 12:00:00 AM"
"803","20120312","18297","4","Accessories","35","Panniers","3/12/2012 12:00:00 AM"
"804","20120311","18299","3","Clothing","18","Bib-Shorts","3/11/2012 12:00:00 AM"
"805","20120315","18300","4","Accessories","30","Fenders","3/15/2012 12:00:00 AM"
"806","20120420","18306","4","Accessories","29","Cleaners","4/20/2012 12:00:00 AM"
"807","20120420","18306","4","Accessories","31","Helmets","4/20/2012 12:00:00 AM"
"808","20120316","18308","3","Clothing","21","Jerseys","3/16/2012 12:00:00 AM"
"809","20120316","18308","3","Clothing","23","Socks","3/16/2012 12:00:00 AM"
"810","20120304","18317","3","Clothing","21","Jerseys","3/4/2012 12:00:00 AM"
"811","20120313","18329","3","Clothing","18","Bib-Shorts","3/13/2012 12:00:00 AM"
"812","20120313","18329","3","Clothing","24","Tights","3/13/2012 12:00:00 AM"
"813","20120412","18334","4","Accessories","31","Helmets","4/12/2012 12:00:00 AM"
"814","20120414","18337","4","Accessories","26","Bike Racks","4/14/2012 12:00:00 AM"
"815","20120310","18391","4","Accessories","28","Bottles and Cages","3/10/2012 12:00:00 AM"
"816","20120311","18447","3","Clothing","19","Caps","3/11/2012 12:00:00 AM"
"817","20120317","18451","3","Clothing","20","Gloves","3/17/2012 12:00:00 AM"
"818","20120308","18458","3","Clothing","20","Gloves","3/8/2012 12:00:00 AM"
"819","20120308","18458","4","Accessories","29","Cleaners","3/8/2012 12:00:00 AM"
"820","20120423","18469","4","Accessories","31","Helmets","4/23/2012 12:00:00 AM"
"821","20120423","18469","4","Accessories","32","Hydration Packs","4/23/2012 12:00:00 AM"
"822","20120321","18482","3","Clothing","20","Gloves","3/21/2012 12:00:00 AM"
"823","20120318","18484","4","Accessories","35","Panniers","3/18/2012 12:00:00 AM"
"824","20120301","18491","3","Clothing","21","Jerseys","3/1/2012 12:00:00 AM"
"825","20120410","18495","4","Accessories","26","Bike Racks","4/10/2012 12:00:00 AM"
"826","20120410","18495","4","Accessories","31","Helmets","4/10/2012 12:00:00 AM"
"827","20120410","18495","4","Accessories","34","Locks","4/10/2012 12:00:00 AM"
"828","20120420","18629","3","Clothing","20","Gloves","4/20/2012 12:00:00 AM"
"829","20120420","18629","4","Accessories","35","Panniers","4/20/2012 12:00:00 AM"
"830","20120323","18636","3","Clothing","21","Jerseys","3/23/2012 12:00:00 AM"
"831","20120318","18691","4","Accessories","33","Lights","3/18/2012 12:00:00 AM"
"832","20120321","18697","3","Clothing","19","Caps","3/21/2012 12:00:00 AM"
"833","20120421","18702","3","Clothing","19","Caps","4/21/2012 12:00:00 AM"
"834","20120330","18708","3","Clothing","23","Socks","3/30/2012 12:00:00 AM"
"835","20120330","18708","4","Accessories","30","Fenders","3/30/2012 12:00:00 AM"
"836","20120427","18711","3","Clothing","24","Tights","4/27/2012 12:00:00 AM"
"837","20120411","18717","3","Clothing","18","Bib-Shorts","4/11/2012 12:00:00 AM"
"838","20120411","18717","4","Accessories","26","Bike Racks","4/11/2012 12:00:00 AM"
"839","20120411","18717","4","Accessories","27","Bike Stands","4/11/2012 12:00:00 AM"
"840","20120312","18727","3","Clothing","18","Bib-Shorts","3/12/2012 12:00:00 AM"
"841","20120312","18727","4","Accessories","34","Locks","3/12/2012 12:00:00 AM"
"842","20120317","18731","3","Clothing","23","Socks","3/17/2012 12:00:00 AM"
"843","20120311","18735","4","Accessories","30","Fenders","3/11/2012 12:00:00 AM"
"844","20120309","18736","3","Clothing","18","Bib-Shorts","3/9/2012 12:00:00 AM"
"845","20120309","18736","4","Accessories","35","Panniers","3/9/2012 12:00:00 AM"
"846","20120326","18741","3","Clothing","22","Shorts","3/26/2012 12:00:00 AM"
"847","20120326","18741","3","Clothing","24","Tights","3/26/2012 12:00:00 AM"
"848","20120326","18741","4","Accessories","37","Tires and Tubes","3/26/2012 12:00:00 AM"
"849","20120307","18788","3","Clothing","22","Shorts","3/7/2012 12:00:00 AM"
"850","20120403","18841","3","Clothing","22","Shorts","4/3/2012 12:00:00 AM"
"851","20120403","18841","4","Accessories","36","Pumps","4/3/2012 12:00:00 AM"
"852","20120403","18841","4","Accessories","37","Tires and Tubes","4/3/2012 12:00:00 AM"
"853","20120325","18855","3","Clothing","22","Shorts","3/25/2012 12:00:00 AM"
"854","20120403","18871","3","Clothing","23","Socks","4/3/2012 12:00:00 AM"
"855","20120403","18871","4","Accessories","36","Pumps","4/3/2012 12:00:00 AM"
"856","20120327","18882","4","Accessories","34","Locks","3/27/2012 12:00:00 AM"
"857","20120327","18882","4","Accessories","36","Pumps","3/27/2012 12:00:00 AM"
"858","20120425","18902","3","Clothing","18","Bib-Shorts","4/25/2012 12:00:00 AM"
"859","20120325","18944","4","Accessories","31","Helmets","3/25/2012 12:00:00 AM"
"860","20120416","18950","4","Accessories","29","Cleaners","4/16/2012 12:00:00 AM"
"861","20120416","18950","4","Accessories","37","Tires and Tubes","4/16/2012 12:00:00 AM"
"862","20120422","18968","4","Accessories","26","Bike Racks","4/22/2012 12:00:00 AM"
"863","20120406","18971","4","Accessories","27","Bike Stands","4/6/2012 12:00:00 AM"
"864","20120406","18971","4","Accessories","32","Hydration Packs","4/6/2012 12:00:00 AM"
"865","20120404","19047","3","Clothing","18","Bib-Shorts","4/4/2012 12:00:00 AM"
"866","20120404","19047","4","Accessories","28","Bottles and Cages","4/4/2012 12:00:00 AM"
"867","20120317","19066","4","Accessories","29","Cleaners","3/17/2012 12:00:00 AM"
"868","20120315","19072","4","Accessories","36","Pumps","3/15/2012 12:00:00 AM"
"869","20120229","19076","4","Accessories","29","Cleaners","2/29/2012 12:00:00 AM"
"870","20120329","19090","3","Clothing","19","Caps","3/29/2012 12:00:00 AM"
"871","20120329","19090","4","Accessories","30","Fenders","3/29/2012 12:00:00 AM"
"872","20120301","19094","3","Clothing","25","Vests","3/1/2012 12:00:00 AM"
"873","20120301","19094","4","Accessories","28","Bottles and Cages","3/1/2012 12:00:00 AM"
"874","20120301","19094","4","Accessories","32","Hydration Packs","3/1/2012 12:00:00 AM"
"875","20120302","19095","4","Accessories","27","Bike Stands","3/2/2012 12:00:00 AM"
"876","20120408","19101","4","Accessories","29","Cleaners","4/8/2012 12:00:00 AM"
"877","20120408","19101","4","Accessories","34","Locks","4/8/2012 12:00:00 AM"
"878","20120423","19150","4","Accessories","37","Tires and Tubes","4/23/2012 12:00:00 AM"
"879","20120313","19193","3","Clothing","23","Socks","3/13/2012 12:00:00 AM"
"880","20120313","19193","4","Accessories","35","Panniers","3/13/2012 12:00:00 AM"
"881","20120407","19232","3","Clothing","18","Bib-Shorts","4/7/2012 12:00:00 AM"
"882","20120407","19232","3","Clothing","23","Socks","4/7/2012 12:00:00 AM"
"883","20120410","19278","4","Accessories","28","Bottles and Cages","4/10/2012 12:00:00 AM"
"884","20120410","19278","4","Accessories","30","Fenders","4/10/2012 12:00:00 AM"
"885","20120311","19311","3","Clothing","19","Caps","3/11/2012 12:00:00 AM"
"886","20120302","19339","3","Clothing","20","Gloves","3/2/2012 12:00:00 AM"
"887","20120302","19339","4","Accessories","36","Pumps","3/2/2012 12:00:00 AM"
"888","20120301","19345","3","Clothing","20","Gloves","3/1/2012 12:00:00 AM"
"889","20120301","19345","4","Accessories","35","Panniers","3/1/2012 12:00:00 AM"
"890","20120401","19369","3","Clothing","21","Jerseys","4/1/2012 12:00:00 AM"
"891","20120401","19369","3","Clothing","25","Vests","4/1/2012 12:00:00 AM"
"892","20120420","19382","3","Clothing","23","Socks","4/20/2012 12:00:00 AM"
"893","20120420","19382","4","Accessories","37","Tires and Tubes","4/20/2012 12:00:00 AM"
"894","20120306","19385","3","Clothing","23","Socks","3/6/2012 12:00:00 AM"
"895","20120402","19418","4","Accessories","29","Cleaners","4/2/2012 12:00:00 AM"
"896","20120314","19419","4","Accessories","30","Fenders","3/14/2012 12:00:00 AM"
"897","20120328","19465","3","Clothing","19","Caps","3/28/2012 12:00:00 AM"
"898","20120325","19555","3","Clothing","19","Caps","3/25/2012 12:00:00 AM"
"899","20120325","19555","4","Accessories","26","Bike Racks","3/25/2012 12:00:00 AM"
"900","20120413","19559","3","Clothing","23","Socks","4/13/2012 12:00:00 AM"
"901","20120413","19559","4","Accessories","32","Hydration Packs","4/13/2012 12:00:00 AM"
"902","20120411","19561","3","Clothing","19","Caps","4/11/2012 12:00:00 AM"
"903","20120415","19562","3","Clothing","24","Tights","4/15/2012 12:00:00 AM"
"904","20120415","19562","4","Accessories","30","Fenders","4/15/2012 12:00:00 AM"
"905","20120420","19569","4","Accessories","30","Fenders","4/20/2012 12:00:00 AM"
"906","20120427","19581","3","Clothing","18","Bib-Shorts","4/27/2012 12:00:00 AM"
"907","20120427","19581","3","Clothing","24","Tights","4/27/2012 12:00:00 AM"
