"ProductKey","ProductAlternateKey","ProductSubcategoryKey","WeightUnitMeasureCode","SizeUnitMeasureCode","EnglishProductName","SpanishProductName","FrenchProductName","StandardCost","FinishedGoodsFlag","Color","SafetyStockLevel","ReorderPoint","ListPrice","Size","SizeRange","Weight","DaysToManufacture","ProductLine","DealerPrice","Class","Style","ModelName","LargePhoto","EnglishDescription","FrenchDescription","ChineseDescription","ArabicDescription","HebrewDescription","ThaiDescription","GermanDescription","JapaneseDescription","TurkishDescription","StartDate","EndDate","Status"
"298","FR-M94B-42","12","LB ","CM ","HL Mountain Frame - Black, 42","","","739.0410","True","Black","500","375","1349.6000","42","42-46 CM","2.72","1","M ","809.7600","H ","U ","HL Mountain Frame","System.Byte[]","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Chaque cadre est fabriqu? artisanalement dans notre atelier de Bordeaux afin d'obtenir le diam?tre et l'?paisseur adapt?s ? un v?lo tout-terrain de premier choix. Le cadre en aluminium soud? ? chaud pr?sente un tube d'un plus grand diam?tre, afin d'absorber les bosses.","??????????? Bothell ??????????????????????????????????????????????????????????","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.","???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????","""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen f?r Mountainbikes erwartet werden. Der hitzebehandelte und geschwei?te Aluminiumrahmen hat ein Rohr mit gr??erem Durchmesser, das sto?d?mpfend wirkt.""","???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????","""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu i?in gereken optimum ?apta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan al?minyum kadronun geni? ?apl? borusu ?arpma ?iddetini emer.""","7/1/2013 12:00:00 AM","","Current"
"299","FR-M94B-44","12","LB ","CM ","HL Mountain Frame - Black, 44","","","699.0928","True","Black","500","375","1349.6000","44","42-46 CM","2.76","1","M ","809.7600","H ","U ","HL Mountain Frame","System.Byte[]","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Chaque cadre est fabriqu? artisanalement dans notre atelier de Bordeaux afin d'obtenir le diam?tre et l'?paisseur adapt?s ? un v?lo tout-terrain de premier choix. Le cadre en aluminium soud? ? chaud pr?sente un tube d'un plus grand diam?tre, afin d'absorber les bosses.","??????????? Bothell ??????????????????????????????????????????????????????????","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.","???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????","""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen f?r Mountainbikes erwartet werden. Der hitzebehandelte und geschwei?te Aluminiumrahmen hat ein Rohr mit gr??erem Durchmesser, das sto?d?mpfend wirkt.""","???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????","""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu i?in gereken optimum ?apta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan al?minyum kadronun geni? ?apl? borusu ?arpma ?iddetini emer.""","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"300","FR-M94B-48","12","LB ","CM ","HL Mountain Frame - Black, 48","","","699.0928","True","Black","500","375","1349.6000","48","48-52 CM","2.8","1","M ","809.7600","H ","U ","HL Mountain Frame","System.Byte[]","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Chaque cadre est fabriqu? artisanalement dans notre atelier de Bordeaux afin d'obtenir le diam?tre et l'?paisseur adapt?s ? un v?lo tout-terrain de premier choix. Le cadre en aluminium soud? ? chaud pr?sente un tube d'un plus grand diam?tre, afin d'absorber les bosses.","??????????? Bothell ??????????????????????????????????????????????????????????","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.","???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????","""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen f?r Mountainbikes erwartet werden. Der hitzebehandelte und geschwei?te Aluminiumrahmen hat ein Rohr mit gr??erem Durchmesser, das sto?d?mpfend wirkt.""","???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????","""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu i?in gereken optimum ?apta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan al?minyum kadronun geni? ?apl? borusu ?arpma ?iddetini emer.""","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"301","FR-M94B-46","12","LB ","CM ","HL Mountain Frame - Black, 46","","","617.0281","True","Black","500","375","1191.1739","46","42-46 CM","2.84","1","M ","714.7043","H ","U ","HL Mountain Frame","System.Byte[]","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Chaque cadre est fabriqu? artisanalement dans notre atelier de Bordeaux afin d'obtenir le diam?tre et l'?paisseur adapt?s ? un v?lo tout-terrain de premier choix. Le cadre en aluminium soud? ? chaud pr?sente un tube d'un plus grand diam?tre, afin d'absorber les bosses.","??????????? Bothell ??????????????????????????????????????????????????????????","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.","???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????","""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen f?r Mountainbikes erwartet werden. Der hitzebehandelte und geschwei?te Aluminiumrahmen hat ein Rohr mit gr??erem Durchmesser, das sto?d?mpfend wirkt.""","???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????","""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu i?in gereken optimum ?apta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan al?minyum kadronun geni? ?apl? borusu ?arpma ?iddetini emer.""","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"302","FR-M94B-46","12","LB ","CM ","HL Mountain Frame - Black, 46","","","653.6971","True","Black","500","375","1226.9091","46","42-46 CM","2.84","1","M ","736.1455","H ","U ","HL Mountain Frame","System.Byte[]","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Chaque cadre est fabriqu? artisanalement dans notre atelier de Bordeaux afin d'obtenir le diam?tre et l'?paisseur adapt?s ? un v?lo tout-terrain de premier choix. Le cadre en aluminium soud? ? chaud pr?sente un tube d'un plus grand diam?tre, afin d'absorber les bosses.","??????????? Bothell ??????????????????????????????????????????????????????????","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.","???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????","""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen f?r Mountainbikes erwartet werden. Der hitzebehandelte und geschwei?te Aluminiumrahmen hat ein Rohr mit gr??erem Durchmesser, das sto?d?mpfend wirkt.""","???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????","""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu i?in gereken optimum ?apta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan al?minyum kadronun geni? ?apl? borusu ?arpma ?iddetini emer.""","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"303","FR-M94B-46","12","LB ","CM ","HL Mountain Frame - Black, 46","","","739.0410","True","Black","500","375","1349.6000","46","42-46 CM","2.84","1","M ","809.7600","H ","U ","HL Mountain Frame","System.Byte[]","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Chaque cadre est fabriqu? artisanalement dans notre atelier de Bordeaux afin d'obtenir le diam?tre et l'?paisseur adapt?s ? un v?lo tout-terrain de premier choix. Le cadre en aluminium soud? ? chaud pr?sente un tube d'un plus grand diam?tre, afin d'absorber les bosses.","??????????? Bothell ??????????????????????????????????????????????????????????","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.","???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????","""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen f?r Mountainbikes erwartet werden. Der hitzebehandelte und geschwei?te Aluminiumrahmen hat ein Rohr mit gr??erem Durchmesser, das sto?d?mpfend wirkt.""","???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????","""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu i?in gereken optimum ?apta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan al?minyum kadronun geni? ?apl? borusu ?arpma ?iddetini emer.""","7/1/2013 12:00:00 AM","","Current"
"304","FR-M94B-38","12","LB ","CM ","HL Mountain Frame - Black, 38","","","617.0281","True","Black","500","375","1191.1739","38","38-40 CM","2.68","2","M ","714.7043","H ","U ","HL Mountain Frame","System.Byte[]","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Chaque cadre est fabriqu? artisanalement dans notre atelier de Bordeaux afin d'obtenir le diam?tre et l'?paisseur adapt?s ? un v?lo tout-terrain de premier choix. Le cadre en aluminium soud? ? chaud pr?sente un tube d'un plus grand diam?tre, afin d'absorber les bosses.","??????????? Bothell ??????????????????????????????????????????????????????????","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.","???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????","""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen f?r Mountainbikes erwartet werden. Der hitzebehandelte und geschwei?te Aluminiumrahmen hat ein Rohr mit gr??erem Durchmesser, das sto?d?mpfend wirkt.""","???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????","""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu i?in gereken optimum ?apta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan al?minyum kadronun geni? ?apl? borusu ?arpma ?iddetini emer.""","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"305","FR-M94B-38","12","LB ","CM ","HL Mountain Frame - Black, 38","","","653.6971","True","Black","500","375","1226.9091","38","38-40 CM","2.68","2","M ","736.1455","H ","U ","HL Mountain Frame","System.Byte[]","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Chaque cadre est fabriqu? artisanalement dans notre atelier de Bordeaux afin d'obtenir le diam?tre et l'?paisseur adapt?s ? un v?lo tout-terrain de premier choix. Le cadre en aluminium soud? ? chaud pr?sente un tube d'un plus grand diam?tre, afin d'absorber les bosses.","??????????? Bothell ??????????????????????????????????????????????????????????","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.","???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????","""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen f?r Mountainbikes erwartet werden. Der hitzebehandelte und geschwei?te Aluminiumrahmen hat ein Rohr mit gr??erem Durchmesser, das sto?d?mpfend wirkt.""","???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????","""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu i?in gereken optimum ?apta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan al?minyum kadronun geni? ?apl? borusu ?arpma ?iddetini emer.""","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"306","FR-M94B-38","12","LB ","CM ","HL Mountain Frame - Black, 38","","","739.0410","True","Black","500","375","1349.6000","38","38-40 CM","2.68","2","M ","809.7600","H ","U ","HL Mountain Frame","System.Byte[]","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Chaque cadre est fabriqu? artisanalement dans notre atelier de Bordeaux afin d'obtenir le diam?tre et l'?paisseur adapt?s ? un v?lo tout-terrain de premier choix. Le cadre en aluminium soud? ? chaud pr?sente un tube d'un plus grand diam?tre, afin d'absorber les bosses.","??????????? Bothell ??????????????????????????????????????????????????????????","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.","???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????","""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen f?r Mountainbikes erwartet werden. Der hitzebehandelte und geschwei?te Aluminiumrahmen hat ein Rohr mit gr??erem Durchmesser, das sto?d?mpfend wirkt.""","???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????","""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu i?in gereken optimum ?apta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan al?minyum kadronun geni? ?apl? borusu ?arpma ?iddetini emer.""","7/1/2013 12:00:00 AM","","Current"
"307","FR-M94S-38","12","LB ","CM ","HL Mountain Frame - Silver, 38","","","623.8403","True","Silver","500","375","1204.3248","38","38-40 CM","2.68","2","M ","722.5949","H ","U ","HL Mountain Frame","System.Byte[]","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Chaque cadre est fabriqu? artisanalement dans notre atelier de Bordeaux afin d'obtenir le diam?tre et l'?paisseur adapt?s ? un v?lo tout-terrain de premier choix. Le cadre en aluminium soud? ? chaud pr?sente un tube d'un plus grand diam?tre, afin d'absorber les bosses.","??????????? Bothell ??????????????????????????????????????????????????????????","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.","???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????","""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen f?r Mountainbikes erwartet werden. Der hitzebehandelte und geschwei?te Aluminiumrahmen hat ein Rohr mit gr??erem Durchmesser, das sto?d?mpfend wirkt.""","???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????","""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu i?in gereken optimum ?apta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan al?minyum kadronun geni? ?apl? borusu ?arpma ?iddetini emer.""","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"308","FR-M94S-38","12","LB ","CM ","HL Mountain Frame - Silver, 38","","","660.9142","True","Silver","500","375","1240.4545","38","38-40 CM","2.68","2","M ","744.2727","H ","U ","HL Mountain Frame","System.Byte[]","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Chaque cadre est fabriqu? artisanalement dans notre atelier de Bordeaux afin d'obtenir le diam?tre et l'?paisseur adapt?s ? un v?lo tout-terrain de premier choix. Le cadre en aluminium soud? ? chaud pr?sente un tube d'un plus grand diam?tre, afin d'absorber les bosses.","??????????? Bothell ??????????????????????????????????????????????????????????","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.","???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????","""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen f?r Mountainbikes erwartet werden. Der hitzebehandelte und geschwei?te Aluminiumrahmen hat ein Rohr mit gr??erem Durchmesser, das sto?d?mpfend wirkt.""","???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????","""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu i?in gereken optimum ?apta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan al?minyum kadronun geni? ?apl? borusu ?arpma ?iddetini emer.""","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"309","FR-M94S-38","12","LB ","CM ","HL Mountain Frame - Silver, 38","","","747.2002","True","Silver","500","375","1364.5000","38","38-40 CM","2.68","2","M ","818.7000","H ","U ","HL Mountain Frame","System.Byte[]","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Chaque cadre est fabriqu? artisanalement dans notre atelier de Bordeaux afin d'obtenir le diam?tre et l'?paisseur adapt?s ? un v?lo tout-terrain de premier choix. Le cadre en aluminium soud? ? chaud pr?sente un tube d'un plus grand diam?tre, afin d'absorber les bosses.","??????????? Bothell ??????????????????????????????????????????????????????????","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.","???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????","""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen f?r Mountainbikes erwartet werden. Der hitzebehandelte und geschwei?te Aluminiumrahmen hat ein Rohr mit gr??erem Durchmesser, das sto?d?mpfend wirkt.""","???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????","""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu i?in gereken optimum ?apta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan al?minyum kadronun geni? ?apl? borusu ?arpma ?iddetini emer.""","7/1/2013 12:00:00 AM","","Current"
"310","BK-R93R-62","2","LB ","CM ","Road-150 Red, 62","Carretera: 150, roja, 62","V?lo de route 150 rouge, 62","2171.2942","True","Red","100","75","3578.2700","62","60-62 CM","15","4","R ","2146.9620","H ","U ","Road-150","System.Byte[]","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Ce v?lo est destin? aux champions cyclistes. Mis au point par une ?quipe cycliste professionnelle, ce v?lo poss?de un cadre en aluminium trait? ? chaud extr?mement l?ger et un guidon qui permet une conduite tr?s pr?cise.","??????????????????? Adventure Works Cycles ????????????????????????????????????????","???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.","??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.","????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????","""Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpr?zise Steuerung.""","??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????","""Bu bisiklet yar????lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? al?minyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.""","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
