"ProductKey","CultureName","ProductDescription"
"215","Konkani","""?????????? ????? ????, ?????? ???? ??? ????? ?????? ????."""
"215","Korean","??? ? ???? ??? ???? ???? ? ????."
"215","Latvian","Univers?ls un viegls piepog?jams sejas aizsegs ar labu gaisa pl?smu."
"215","Lithuanian","""Universaliai tinkantis, gerai v?dinamas, prisegamas antveidis."""
"215","Luxenbourgish","""Eng Gr?isst, otmungsaktiv, liicht, mat enger Visi?re, d?i een ka rofhuelen."""
"215","Macedonian","""??????????? ????????, ????? ???????????, ???? ??????, ????? ??? ?? ??????????."""
"215","Malaysian","Visor sangkut yang ringan dengan pengudaraan yang baik dan muat secara universal."
"215","Maori","""He pare p?tae ka taea e te katoa te whakamau, he m?m? te taumaha, he ng?wari te whakahono. """
"215","Marathi","""?????? ???, ?????-????????, ?????? ????, ?????-?? ?????."""
"215","Nepali","""?????? ???????, ??????, ?????, ????? ????? ?????."""
"215","Norwegian","""Universalst?rrelse, godt ventilert, lav vekt, avtakbart visir."""
"215","Nynorsk","""Universalstorleik, godt ventilert, l?g vekt, visiret kan takast av."""
"215","Pashto","""????? ???????_??? ??? ??????? ????? ??????? ?? ?? ????? ???? ???? ??????."""
"215","Polish","""Uniwersalny, odpowiednio wentylowany, lekki, przypinany daszek."""
"215","Portuguese (European)","""Viseira de ajuste universal, com respiradouros, leve e de encaixe."""
"215","Punjabi","""?? ??? ?????? ?? ??? ? ???? ??, ???? ?????? ??? ??????, ????, ???? ??? ??? ??? ???? ??????"""
"215","Quecha","""Llapanpaq,wayrachisqa,mana llasaq qawanampas churaykunalla."""
"215","Romanian","""Vizor cu montaj universal, bine aerisit ?i cu greutate redus?."""
"215","Rumansh","""Leva, ariada, grondezza unitara, cun in visur movibel."""
"215","Russian","""???????? ???????? ?? ???????, ???????? ??????????, ?????? ???, ??????? ???????."""
"215","Serbian - Cyrillic","""??????????? ????????, ??? ???????? ???????, ?????, ???????? ?????."""
"215","Serbian - Latin","""Univerzalna veli?ina, lak prolazak vazduha, lagan, otklopiv vizir."""
"215","Slovak","""Chr?ni? prilby, ktor? vyhovuje ka?d?mu, je priedu?n?, ?ahk? a pripev?uje sa zacvaknut?m."""
"215","Slovenian","""Lahek, snemljiv in zra?en univerzalni vizir."""
"215","Spanish","""Universal, ventilada, ligera y con visor acoplable."""
"215","Swahili","""Inafaa kazi zote, ina tundu nzuri la hewa, nyepesi, na kioo cha kubana."""
"215","Swedish","""Universal passform, bra luftgenomstr?mning, l?tt, f?stbar sk?rm."""
"215","Tamil","""???????????? ????????????????, ??????????????, ????????, ??????? ??????????????? ?????."""
"215","Telugu","""??????? ???????, ???? ???? ????, ???????? ???? ????????."""
"215","Tswana","""Leriba le le lekanang gotlhe, le le butsweng maroba sentle, le le moima-tlhofo e bile le tsenngwa motlhofo fela """
"215","Ukrainian","""????????????? ?????????? ??????? ?? ??????? ?????????, ?????? ???????????."""
"215","Urdu","""??????? ?????? ???? ??? ??????? ????? ????? ?? ?????"""
"215","Vietnamese","""Mu? ba?o hi??m v??a cho t??t ca?, thoa?ng va? co? tro?ng l???ng nhe?."""
"215","Welsh","""Fisor ffit gyffredinol, wedi ei awyru'n dda, ysgafn, clicio ymlaen."""
"215","Zulu","""Isigqoko esanela wonke umuntu, esinezikhala zomoya, silula, sigqokeka kalula."""
"216","Afrikaans","""Universeel bruikbare, goed geventileerde, liggewig, aanknip-sonskerm."""
"216","Albanian","""Streh?z e l?vizshme, e leht?, me ajrosje t? mir?, me mas? universale."""
"216","Basque","""Egokitze unibertsala, aireztatze ona, arina, bisore bateratua."""
"216","Bosnian (Cyrillic)","""??????????? ????????, ??? ???????? ???????, ?????, ???????? ?????."""
"216","Bosnian (Latin)","""Univerzalna veli?ina, lak prolazak vazduha, lagan, otklopiv vizir."""
"216","Brazilian","""Viseira de encaixe com regulagem universal, leve e bem ventilada."""
"216","Bulgarian","""??????????? ??????, ????? ??????????, ????? ?????, ???????? ???????."""
"216","Catalan","""Mida universal, ben ventilat, lleuger, visor extra?ble."""
"216","Chinese - Hongkong","?????????????????????????????"
"216","Chinese - Trad","??????????????????????"
"216","Croatian","""Univerzalan, prozra?an i lagan uklonjivi vizir."""
"216","Czech","""Univerz?ln?, vzdu?n? a odleh?en? zacvak?vac? ?t?tek"""
"216","Danish","""Let og godt ventileret universalvisir, der kan klikkes p?."""
"216","Dutch","""Universeel, goed geventileerd, lichtgewicht, snel monteerbaar vizier."""
"216","Estonian","""Universaalse sobivusega, hea ?hutusega, kerge, kl?ps-kinnitusega visiir."""
"216","Farsi","""???????? ?? ?????? ??? ???? ??? ??? ??? ?? ????? ????? ? ??? ???."""
"216","Finnish","""Vakiokoko, hyv?t tuuletusaukot, kevyt rakenne, paikalleen napsautettava lippa."""
"216","Galician","""Talle ?nica, ben ventilado, lixeiro, con viseira incorporada."""
"216","Greek","""??? ???????, ????? ??????????, ??????, ???????????? ?????????."""
"216","Gujrati","""???? ????? ???? ??????, ????? ????? ???-???, ????? ??? ??????? ?????-?? ?????. """
"216","Hindi","""????????? ???, ??????, ????? ??? ??, ?????-?? ?????.  """
"216","Hungarian","""Egyetlen univerz?lis m?ret, j?l szell?zik, pehelyk?nny?, r?pattinthat? napellenz?vel."""
"216","Icelandic","""Passar ?llum, gott loftfl??i, l?ttur. Me? ?smellanlegu skyggni."""
"216","Indonesian","""Sesuai untuk siapa saja, memiliki ventilasi yang memadai, ringan, dilengkapi pelindung matahari praktis."""
"216","Inuktitut","""r4fo]mk5 N7mQ/sJ8N3g6, hSD8N5txo3ymJ6, se5]g9lil, wo5b3gu4l bf4ns0Jtc3Li."""
"216","Irish","""T? an sc?thl?n ?adrom aeraithe go maith, oireann s? do ch?ch agus cuirtear ina ?it ? de smeach."""
"216","Italian","""Visiera leggera, aerodinamica, misura unica, amovibile."""
"216","Kannada","""???????? ?????????????, ??????????, ????, ????????????????? ????????????????."""
"216","Kazakh","""??????? ?????????, ????? ????????????, ?????, ??????????? ????. """
"216","Konkani","""?????????? ????? ????, ?????? ???? ??? ????? ?????? ????."""
"216","Korean","??? ? ???? ??? ???? ???? ? ????."
"216","Latvian","Univers?ls un viegls piepog?jams sejas aizsegs ar labu gaisa pl?smu."
"216","Lithuanian","""Universaliai tinkantis, gerai v?dinamas, prisegamas antveidis."""
"216","Luxenbourgish","""Eng Gr?isst, otmungsaktiv, liicht, mat enger Visi?re, d?i een ka rofhuelen."""
"216","Macedonian","""??????????? ????????, ????? ???????????, ???? ??????, ????? ??? ?? ??????????."""
"216","Malaysian","Visor sangkut yang ringan dengan pengudaraan yang baik dan muat secara universal."
"216","Maori","""He pare p?tae ka taea e te katoa te whakamau, he m?m? te taumaha, he ng?wari te whakahono. """
"216","Marathi","""?????? ???, ?????-????????, ?????? ????, ?????-?? ?????."""
"216","Nepali","""?????? ???????, ??????, ?????, ????? ????? ?????."""
"216","Norwegian","""Universalst?rrelse, godt ventilert, lav vekt, avtakbart visir."""
"216","Nynorsk","""Universalstorleik, godt ventilert, l?g vekt, visiret kan takast av."""
"216","Pashto","""????? ???????_??? ??? ??????? ????? ??????? ?? ?? ????? ???? ???? ??????."""
"216","Polish","""Uniwersalny, odpowiednio wentylowany, lekki, przypinany daszek."""
"216","Portuguese (European)","""Viseira de ajuste universal, com respiradouros, leve e de encaixe."""
"216","Punjabi","""?? ??? ?????? ?? ??? ? ???? ??, ???? ?????? ??? ??????, ????, ???? ??? ??? ??? ???? ??????"""
"216","Quecha","""Llapanpaq,wayrachisqa,mana llasaq qawanampas churaykunalla."""
"216","Romanian","""Vizor cu montaj universal, bine aerisit ?i cu greutate redus?."""
"216","Rumansh","""Leva, ariada, grondezza unitara, cun in visur movibel."""
"216","Russian","""???????? ???????? ?? ???????, ???????? ??????????, ?????? ???, ??????? ???????."""
"216","Serbian - Cyrillic","""??????????? ????????, ??? ???????? ???????, ?????, ???????? ?????."""
"216","Serbian - Latin","""Univerzalna veli?ina, lak prolazak vazduha, lagan, otklopiv vizir."""
"216","Slovak","""Chr?ni? prilby, ktor? vyhovuje ka?d?mu, je priedu?n?, ?ahk? a pripev?uje sa zacvaknut?m."""
"216","Slovenian","""Lahek, snemljiv in zra?en univerzalni vizir."""
"216","Spanish","""Universal, ventilada, ligera y con visor acoplable."""
"216","Swahili","""Inafaa kazi zote, ina tundu nzuri la hewa, nyepesi, na kioo cha kubana."""
"216","Swedish","""Universal passform, bra luftgenomstr?mning, l?tt, f?stbar sk?rm."""
"216","Tamil","""???????????? ????????????????, ??????????????, ????????, ??????? ??????????????? ?????."""
"216","Telugu","""??????? ???????, ???? ???? ????, ???????? ???? ????????."""
"216","Tswana","""Leriba le le lekanang gotlhe, le le butsweng maroba sentle, le le moima-tlhofo e bile le tsenngwa motlhofo fela """
"216","Ukrainian","""????????????? ?????????? ??????? ?? ??????? ?????????, ?????? ???????????."""
"216","Urdu","""??????? ?????? ???? ??? ??????? ????? ????? ?? ?????"""
"216","Vietnamese","""Mu? ba?o hi??m v??a cho t??t ca?, thoa?ng va? co? tro?ng l???ng nhe?."""
"216","Welsh","""Fisor ffit gyffredinol, wedi ei awyru'n dda, ysgafn, clicio ymlaen."""
"216","Zulu","""Isigqoko esanela wonke umuntu, esinezikhala zomoya, silula, sigqokeka kalula."""
"217","Afrikaans","""Universeel bruikbare, goed geventileerde, liggewig, aanknip-sonskerm."""
"217","Albanian","""Streh?z e l?vizshme, e leht?, me ajrosje t? mir?, me mas? universale."""
"217","Basque","""Egokitze unibertsala, aireztatze ona, arina, bisore bateratua."""
"217","Bosnian (Cyrillic)","""??????????? ????????, ??? ???????? ???????, ?????, ???????? ?????."""
"217","Bosnian (Latin)","""Univerzalna veli?ina, lak prolazak vazduha, lagan, otklopiv vizir."""
"217","Brazilian","""Viseira de encaixe com regulagem universal, leve e bem ventilada."""
"217","Bulgarian","""??????????? ??????, ????? ??????????, ????? ?????, ???????? ???????."""
"217","Catalan","""Mida universal, ben ventilat, lleuger, visor extra?ble."""
"217","Chinese - Hongkong","?????????????????????????????"
"217","Chinese - Trad","??????????????????????"
"217","Croatian","""Univerzalan, prozra?an i lagan uklonjivi vizir."""
"217","Czech","""Univerz?ln?, vzdu?n? a odleh?en? zacvak?vac? ?t?tek"""
"217","Danish","""Let og godt ventileret universalvisir, der kan klikkes p?."""
"217","Dutch","""Universeel, goed geventileerd, lichtgewicht, snel monteerbaar vizier."""
"217","Estonian","""Universaalse sobivusega, hea ?hutusega, kerge, kl?ps-kinnitusega visiir."""
"217","Farsi","""???????? ?? ?????? ??? ???? ??? ??? ??? ?? ????? ????? ? ??? ???."""
"217","Finnish","""Vakiokoko, hyv?t tuuletusaukot, kevyt rakenne, paikalleen napsautettava lippa."""
"217","Galician","""Talle ?nica, ben ventilado, lixeiro, con viseira incorporada."""
"217","Greek","""??? ???????, ????? ??????????, ??????, ???????????? ?????????."""
"217","Gujrati","""???? ????? ???? ??????, ????? ????? ???-???, ????? ??? ??????? ?????-?? ?????. """
"217","Hindi","""????????? ???, ??????, ????? ??? ??, ?????-?? ?????.  """
"217","Hungarian","""Egyetlen univerz?lis m?ret, j?l szell?zik, pehelyk?nny?, r?pattinthat? napellenz?vel."""
"217","Icelandic","""Passar ?llum, gott loftfl??i, l?ttur. Me? ?smellanlegu skyggni."""
"217","Indonesian","""Sesuai untuk siapa saja, memiliki ventilasi yang memadai, ringan, dilengkapi pelindung matahari praktis."""
"217","Inuktitut","""r4fo]mk5 N7mQ/sJ8N3g6, hSD8N5txo3ymJ6, se5]g9lil, wo5b3gu4l bf4ns0Jtc3Li."""
"217","Irish","""T? an sc?thl?n ?adrom aeraithe go maith, oireann s? do ch?ch agus cuirtear ina ?it ? de smeach."""
"217","Italian","""Visiera leggera, aerodinamica, misura unica, amovibile."""
"217","Kannada","""???????? ?????????????, ??????????, ????, ????????????????? ????????????????."""
"217","Kazakh","""??????? ?????????, ????? ????????????, ?????, ??????????? ????. """
"217","Konkani","""?????????? ????? ????, ?????? ???? ??? ????? ?????? ????."""
"217","Korean","??? ? ???? ??? ???? ???? ? ????."
"217","Latvian","Univers?ls un viegls piepog?jams sejas aizsegs ar labu gaisa pl?smu."
"217","Lithuanian","""Universaliai tinkantis, gerai v?dinamas, prisegamas antveidis."""
"217","Luxenbourgish","""Eng Gr?isst, otmungsaktiv, liicht, mat enger Visi?re, d?i een ka rofhuelen."""
"217","Macedonian","""??????????? ????????, ????? ???????????, ???? ??????, ????? ??? ?? ??????????."""
"217","Malaysian","Visor sangkut yang ringan dengan pengudaraan yang baik dan muat secara universal."
"217","Maori","""He pare p?tae ka taea e te katoa te whakamau, he m?m? te taumaha, he ng?wari te whakahono. """
"217","Marathi","""?????? ???, ?????-????????, ?????? ????, ?????-?? ?????."""
"217","Nepali","""?????? ???????, ??????, ?????, ????? ????? ?????."""
"217","Norwegian","""Universalst?rrelse, godt ventilert, lav vekt, avtakbart visir."""
"217","Nynorsk","""Universalstorleik, godt ventilert, l?g vekt, visiret kan takast av."""
"217","Pashto","""????? ???????_??? ??? ??????? ????? ??????? ?? ?? ????? ???? ???? ??????."""
"217","Polish","""Uniwersalny, odpowiednio wentylowany, lekki, przypinany daszek."""
"217","Portuguese (European)","""Viseira de ajuste universal, com respiradouros, leve e de encaixe."""
"217","Punjabi","""?? ??? ?????? ?? ??? ? ???? ??, ???? ?????? ??? ??????, ????, ???? ??? ??? ??? ???? ??????"""
"217","Quecha","""Llapanpaq,wayrachisqa,mana llasaq qawanampas churaykunalla."""
"217","Romanian","""Vizor cu montaj universal, bine aerisit ?i cu greutate redus?."""
"217","Rumansh","""Leva, ariada, grondezza unitara, cun in visur movibel."""
"217","Russian","""???????? ???????? ?? ???????, ???????? ??????????, ?????? ???, ??????? ???????."""
"217","Serbian - Cyrillic","""??????????? ????????, ??? ???????? ???????, ?????, ???????? ?????."""
"217","Serbian - Latin","""Univerzalna veli?ina, lak prolazak vazduha, lagan, otklopiv vizir."""
"217","Slovak","""Chr?ni? prilby, ktor? vyhovuje ka?d?mu, je priedu?n?, ?ahk? a pripev?uje sa zacvaknut?m."""
"217","Slovenian","""Lahek, snemljiv in zra?en univerzalni vizir."""
"217","Spanish","""Universal, ventilada, ligera y con visor acoplable."""
"217","Swahili","""Inafaa kazi zote, ina tundu nzuri la hewa, nyepesi, na kioo cha kubana."""
"217","Swedish","""Universal passform, bra luftgenomstr?mning, l?tt, f?stbar sk?rm."""
"217","Tamil","""???????????? ????????????????, ??????????????, ????????, ??????? ??????????????? ?????."""
"217","Telugu","""??????? ???????, ???? ???? ????, ???????? ???? ????????."""
"217","Tswana","""Leriba le le lekanang gotlhe, le le butsweng maroba sentle, le le moima-tlhofo e bile le tsenngwa motlhofo fela """
"217","Ukrainian","""????????????? ?????????? ??????? ?? ??????? ?????????, ?????? ???????????."""
"217","Urdu","""??????? ?????? ???? ??? ??????? ????? ????? ?? ?????"""
"217","Vietnamese","""Mu? ba?o hi??m v??a cho t??t ca?, thoa?ng va? co? tro?ng l???ng nhe?."""
"217","Welsh","""Fisor ffit gyffredinol, wedi ei awyru'n dda, ysgafn, clicio ymlaen."""
"217","Zulu","""Isigqoko esanela wonke umuntu, esinezikhala zomoya, silula, sigqokeka kalula."""
"218","Afrikaans","?n Kombinasie van natuurlike en sintetiese vesels bly droog en verskaf net die regte hoeveelheid skokdemping."
"218","Albanian","Kombinimi i fijeve natyrale me ato sintetike q?ndron i that? dhe ofron rehatin? e nevojshme."
"218","Basque","""Zuntz natural eta sintetikoen konbinazioa, lehor mantentzen da eta bigungarri egokia eskaintzen du."""
"218","Bosnian (Cyrillic)","??????????? ????????? ? ???????? ??????? ?????? ???? ? ????? ??????? ???????? ????????."
"218","Bosnian (Latin)","Kombinacija prirodnih i umjetnih vlakana ostaje suha i pru?a idealnu udobnost sjedi?ta."
"218","Brazilian","Combina??o de fibras naturais e sint?ticas; permanece seco e oferece o acolchoamento ideal."
"218","Bulgarian","???????????? ?? ?????????????? ?????????? ? ?????????? ????? ????????? ??????????? ???????????."
"218","Catalan","La combinaci? de fibres naturals i sint?tiques fa que la tela estigui seca sempre i proporciona un bon encoixinat."
"218","Chinese - Hongkong","?????????????????????????????????"
"218","Chinese - Trad","?????????????????????????????"
"218","Croatian","Kombinacija prirodnih i sinteti?kih vlakana ostaje suha i pru?a idealnu apsorpciju."
"218","Czech","Kombinace p??rodn?ch a syntetick?ch vl?ken z?st?v? such? a poskytuje maximum pohodl?"
"218","Danish","Kombinationen af naturlige og syntetiske fibre holder sig t?r og giver den helt rigtige beskyttelse."
"218","Dutch","Combinatie van natuurlijke en synthetische vezels blijft droog en biedt de juiste polstering."
"218","Estonian","""Looduslike- ja kunstkiudude kombinatsioon p?sib kuiv, tagades just ?ige pehmenduse."""
"218","Farsi","????? ????? ????? ? ?????? ???? ?? ??? ????? ??? ????? ? ????? ????? ?? ????? ????."
"218","Finnish","Luonnonkuitujen ja keinokuitujen sekoitus pysyy kuivana ja pehmustaa juuri sen verran kuin tarvitsee."
"218","Galician","Combinaci?n de fibras naturais e sint?ticas que se mant?n seco e proporciona a comodidade necesaria."
"218","Greek","?????????? ??????? ??? ?????????? ???? ??? ?????????? ??????? ??? ???????? ??? ????????? ?????."
"218","Gujrati","?????? ??? ????????? ???????? ?????? ????? ??? ?? ??? ?????? ?????? ?????? ???? ???? ??. "
"218","Hindi","????????? ?? ??????? ????? ?? ????????? ????? ???? ???? ?? ?? ??? ???? ???? ??. "
"218","Hungarian","""A term?szetes ?s m?sz?las anyagok kombin?ci?ja sz?raz marad, ?s optim?lis p?rn?zotts?got biztos?t."""
"218","Icelandic","Samsetning n?tt?rulegra- og gervitrefja heldur honum ?urrum. ??gilegt a? sitja ?."
"218","Indonesian","Kombinasi antara serat alami dan sintetis tetap kering dan menyediakan bantalan yang sesuai."
"218","Inuktitut","w4y?sbzl wlx6Li nNymZu c9lN6b9Mbi4 x7ml c9lN3b4n/i4 Xi6ymw8N?]hi4."
"218","Irish","Fanann an cumasc de shn?ith?n? n?d?rtha agus saorga tirim agus sol?thra?onn s? an stu?il chruinn cheart."
"218","Italian","Combinazione di fibre naturali e sintetiche: rimane asciutta e offre il comfort necessario."
"218","Kannada","???????? ????? ????????? ????? ???????? ????????? ???????? ????? ????? ???????? ????? ?????????."
"218","Kazakh","?????? ???? ???????????? ????????? ?????? ??????? ????????? ???? ??? ?????? ????????????? ?????????? ?????. "
"218","Konkani","???????? ??? ??????? ????????? ?????? ?????????? ??? ????? ???? ??? ????? ????? ??????? ?????. "
"218","Korean","?? ??? ?? ??? ?? ???? ??? ? ???? ?? ????? ????? ?? ??? ??? ?????."
"218","Latvian","""Materi?ls, kas sast?v no dab?gaj?m un sint?tiskaj?m ??iedr?m, nesamirkst un nodro?ina ?rtu polster?jumu."""
"218","Lithuanian","Nat?ralaus ir sintetinio pluo?to derinys i?lieka sausas ir tinkamai apsaugo. "
"218","Luxenbourgish","Kombinatioun aus natierlechen an syntheteschen Faser; bleift dr?chen an offr?iert genau dee richtegen Confort."
"218","Macedonian","????????????? ?? ???????? ? ?????????? ?????? ???????? ???? ? ?? ?????????? ????? ?????????? ????????."
"218","Malaysian","Gabungan gentian semula jadi dan sintetik kekal kering dan memberikan pengkusyenan yang sesuai."
"218","Maori","""He whiringa weu m?ori, weu mea waihanga hoki e maroke ai tonu, ?, ka tika hoki te aupuru."""
"218","Marathi","???????? ??? ??????? ????????? ????????? ????? ????? ??? ???? ????? ??? ??????? ?????? ????."
"218","Nepali","????????? ? ???????? ?????? ?????? ?????? ?????? ? ?????? ???? ??? ? ??? ???? ???? ??????."
"218","Norwegian","Kombinasjonen av naturlige og syntetiske fibre holder seg t?rr og gir akkurat riktig dempning."
"218","Nynorsk","Kombinasjonen av naturlege og syntetiske fibrar held seg t?rr og gir akkurat riktig demping."
"218","Pashto","? ????? ?? ?????? ?????? ????? ?? ???? ???? ?? ??? ???? ???? ???????."
"218","Polish","""Po??czenie naturalnych i syntetycznych w??kien umo?liwia zachowanie sucho?ci, a przez to odpowiedniego zabezpieczenia przeciwwstrz?sowego."""
"218","Portuguese (European)","A combina??o de fibras naturais e sint?ticas mant?m-se seca e proporciona a protec??o adequada."
"218","Punjabi","?????? ??? ???????? ?????? ?? ????? ????? ?????? ?? ??? ?????? ??? ???? ?????? ???? ???"
"218","Quecha","""Mama pachamanta lluqsiq qaytu, runapa ruwasqan qaytuwan tupachisqa, nuyuta chakichin kaymi allin kanapaq."""
"218","Romanian","Combina?ia de fibre naturale ?i sintetice r?m?ne uscat? ?i asigur? o amortizare adecvat?."
"218","Rumansh","Cumbinaziun da fibras natiralas e sinteticas: resta sitga e porscha il confort necessari."
"218","Russian","????????? ??????????? ? ????????????? ??????? ??????? ????? ? ??????? ????????."
"218","Serbian - Cyrillic","??????????? ????????? ? ????????? ??????? ?????? ???? ? ????? ??????? ???????? ???????."
"218","Serbian - Latin","Kombinacija prirodnih i ve?ta?kih vlakana ostaje suva i pru?a idealnu udobnost sedi?ta."
"218","Slovak","V?aka kombin?cii pr?rodn?ch a syntetick?ch vl?ken ost?va prilba st?le such? a poskytuje to prav? tlmenie."
"218","Slovenian","""Kombinacija naravnih in sinteti?nih vlaken, ki ostane suha in ponuja ravno prav?njo oblazinjenje."""
"218","Spanish","La combinaci?n de fibras naturales y sint?ticas evita la humedad y ofrece la comodidad necesaria."
"218","Swahili","Mchanganyiko wa nyuzi asili na za sanisi hubaki zikiwa zimekauka na hutoa ulinzi unaofaa."
"218","Swedish","Kombinationen av naturlig och syntetisk fiber h?ller fukten borta och ger ocks? den r?tta d?mpningen."
"218","Tamil","""?????? ??????? ??????? ?????? ????????? ???????? ?????????, ?????? ?????? ????? ?????? ??????????. """
"218","Telugu","??? ????? ???????? ?????? ?????????? ?????? ????????? ????? ????????? ???????? ????????."
"218","Tswana","Tlhakanyo ya ditlhale tsa tlhago le tsa maitirelo e nna e omile e bile e fa mosamo o o simaeng. "
"218","Ukrainian","""??????? ????????? ????????? ? ??????????? ???????, ?? ?? ?????????, ??????????? ??????? ?????? ???????????."""
"218","Urdu","????? ??? ?????? ????? ?? ?????? ??? ???? ?? ??? ???? ??? ????? ???? ???"
"218","Vietnamese","S?? k??t h??p gi??a s??i t?? nhi?n va? nh?n ta?o giu?p ?a?m ba?o kh? thoa?ng va? ???m t??t."
"218","Welsh","Mae'r cyfuniad o edafedd naturiol a synthetig yn aros yn sych ac yn darparu digon o glustogi."
"218","Zulu","Ingxube yamafaybha emvelo nalawo okungesiwo awemvelo yenza sihlale somile futhi sihlinzeka ngokhushini okahle."
"219","Afrikaans","?n Kombinasie van natuurlike en sintetiese vesels bly droog en verskaf net die regte hoeveelheid skokdemping."
"219","Albanian","Kombinimi i fijeve natyrale me ato sintetike q?ndron i that? dhe ofron rehatin? e nevojshme."
"219","Basque","""Zuntz natural eta sintetikoen konbinazioa, lehor mantentzen da eta bigungarri egokia eskaintzen du."""
"219","Bosnian (Cyrillic)","??????????? ????????? ? ???????? ??????? ?????? ???? ? ????? ??????? ???????? ????????."
"219","Bosnian (Latin)","Kombinacija prirodnih i umjetnih vlakana ostaje suha i pru?a idealnu udobnost sjedi?ta."
"219","Brazilian","Combina??o de fibras naturais e sint?ticas; permanece seco e oferece o acolchoamento ideal."
"219","Bulgarian","???????????? ?? ?????????????? ?????????? ? ?????????? ????? ????????? ??????????? ???????????."
"219","Catalan","La combinaci? de fibres naturals i sint?tiques fa que la tela estigui seca sempre i proporciona un bon encoixinat."
"219","Chinese - Hongkong","?????????????????????????????????"
"219","Chinese - Trad","?????????????????????????????"
"219","Croatian","Kombinacija prirodnih i sinteti?kih vlakana ostaje suha i pru?a idealnu apsorpciju."
"219","Czech","Kombinace p??rodn?ch a syntetick?ch vl?ken z?st?v? such? a poskytuje maximum pohodl?"
"219","Danish","Kombinationen af naturlige og syntetiske fibre holder sig t?r og giver den helt rigtige beskyttelse."
"219","Dutch","Combinatie van natuurlijke en synthetische vezels blijft droog en biedt de juiste polstering."
"219","Estonian","""Looduslike- ja kunstkiudude kombinatsioon p?sib kuiv, tagades just ?ige pehmenduse."""
"219","Farsi","????? ????? ????? ? ?????? ???? ?? ??? ????? ??? ????? ? ????? ????? ?? ????? ????."
"219","Finnish","Luonnonkuitujen ja keinokuitujen sekoitus pysyy kuivana ja pehmustaa juuri sen verran kuin tarvitsee."
"219","Galician","Combinaci?n de fibras naturais e sint?ticas que se mant?n seco e proporciona a comodidade necesaria."
"219","Greek","?????????? ??????? ??? ?????????? ???? ??? ?????????? ??????? ??? ???????? ??? ????????? ?????."
"219","Gujrati","?????? ??? ????????? ???????? ?????? ????? ??? ?? ??? ?????? ?????? ?????? ???? ???? ??. "
"219","Hindi","????????? ?? ??????? ????? ?? ????????? ????? ???? ???? ?? ?? ??? ???? ???? ??. "
"219","Hungarian","""A term?szetes ?s m?sz?las anyagok kombin?ci?ja sz?raz marad, ?s optim?lis p?rn?zotts?got biztos?t."""
"219","Icelandic","Samsetning n?tt?rulegra- og gervitrefja heldur honum ?urrum. ??gilegt a? sitja ?."
"219","Indonesian","Kombinasi antara serat alami dan sintetis tetap kering dan menyediakan bantalan yang sesuai."
"219","Inuktitut","w4y?sbzl wlx6Li nNymZu c9lN6b9Mbi4 x7ml c9lN3b4n/i4 Xi6ymw8N?]hi4."
"219","Irish","Fanann an cumasc de shn?ith?n? n?d?rtha agus saorga tirim agus sol?thra?onn s? an stu?il chruinn cheart."
"219","Italian","Combinazione di fibre naturali e sintetiche: rimane asciutta e offre il comfort necessario."
"219","Kannada","???????? ????? ????????? ????? ???????? ????????? ???????? ????? ????? ???????? ????? ?????????."
"219","Kazakh","?????? ???? ???????????? ????????? ?????? ??????? ????????? ???? ??? ?????? ????????????? ?????????? ?????. "
"219","Konkani","???????? ??? ??????? ????????? ?????? ?????????? ??? ????? ???? ??? ????? ????? ??????? ?????. "
"219","Korean","?? ??? ?? ??? ?? ???? ??? ? ???? ?? ????? ????? ?? ??? ??? ?????."
"219","Latvian","""Materi?ls, kas sast?v no dab?gaj?m un sint?tiskaj?m ??iedr?m, nesamirkst un nodro?ina ?rtu polster?jumu."""
"219","Lithuanian","Nat?ralaus ir sintetinio pluo?to derinys i?lieka sausas ir tinkamai apsaugo. "
"219","Luxenbourgish","Kombinatioun aus natierlechen an syntheteschen Faser; bleift dr?chen an offr?iert genau dee richtegen Confort."
"219","Macedonian","????????????? ?? ???????? ? ?????????? ?????? ???????? ???? ? ?? ?????????? ????? ?????????? ????????."
"219","Malaysian","Gabungan gentian semula jadi dan sintetik kekal kering dan memberikan pengkusyenan yang sesuai."
"219","Maori","""He whiringa weu m?ori, weu mea waihanga hoki e maroke ai tonu, ?, ka tika hoki te aupuru."""
"219","Marathi","???????? ??? ??????? ????????? ????????? ????? ????? ??? ???? ????? ??? ??????? ?????? ????."
"219","Nepali","????????? ? ???????? ?????? ?????? ?????? ?????? ? ?????? ???? ??? ? ??? ???? ???? ??????."
"219","Norwegian","Kombinasjonen av naturlige og syntetiske fibre holder seg t?rr og gir akkurat riktig dempning."
"219","Nynorsk","Kombinasjonen av naturlege og syntetiske fibrar held seg t?rr og gir akkurat riktig demping."
"219","Pashto","? ????? ?? ?????? ?????? ????? ?? ???? ???? ?? ??? ???? ???? ???????."
"219","Polish","""Po??czenie naturalnych i syntetycznych w??kien umo?liwia zachowanie sucho?ci, a przez to odpowiedniego zabezpieczenia przeciwwstrz?sowego."""
"219","Portuguese (European)","A combina??o de fibras naturais e sint?ticas mant?m-se seca e proporciona a protec??o adequada."
"219","Punjabi","?????? ??? ???????? ?????? ?? ????? ????? ?????? ?? ??? ?????? ??? ???? ?????? ???? ???"
